,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,String.0,capitalizeString.0,String.1,s.0,String.2,result.0,=.0,""""".0",for.0,int.0,i.0,=.1,0.0,i.1,<.0,s.1,length.0,i.2,if.0,i.3,==.0,0.1,||.0,s.2,substring.0,i.4,-.0,1.0,i.5,equals.0,""" "".0",result.1,+=.0,s.3,substring.1,i.6,i.7,+.0,1.1,toUpperCase.0,else.0,result.2,+=.1,s.4,substring.2,i.8,i.9,+.1,1.2,return.0,result.3,prewritten,accurate,missing,unnecessary,readable,code
0,136,capitalizeString,1412807,1208210873132,16725276323,1,1,"(0.15769724547863007, 0.1380642056465149)","(0.15490123629570007, 0.17932726442813873)",1,1,2.5636444091796875,2.711517333984375,Fixation,POINT (0.1562992408871651 0.1586957350373268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210881465,16725284656,1,1,"(0.15492011606693268, 0.1387404352426529)","(0.15969622135162354, 0.18107564747333527)",1,1,2.5611572265625,2.711517333984375,Fixation,POINT (0.1573081687092781 0.1599080413579941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210889800,16725292991,1,1,"(0.15638145804405212, 0.13483040034770966)","(0.1651020050048828, 0.18891705572605133)",1,1,2.53668212890625,2.719635009765625,Fixation,POINT (0.1607417315244675 0.1618737280368805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210898134,16725301325,1,1,"(0.1524994820356369, 0.14530083537101746)","(0.1577761024236679, 0.18541190028190613)",1,1,2.555877685546875,2.709991455078125,Fixation,POINT (0.1551377922296524 0.1653563678264618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210906467,16725309658,1,1,"(0.15425193309783936, 0.14134441316127777)","(0.15891797840595245, 0.18748879432678223)",1,1,2.5384521484375,2.679046630859375,Fixation,POINT (0.1565849557518959 0.16441660374403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210914800,16725317991,1,1,"(0.1547417789697647, 0.13695719838142395)","(0.1629985272884369, 0.19693274796009064)",1,1,2.549530029296875,2.689422607421875,Fixation,POINT (0.1588701531291008 0.1669449731707573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210923134,16725326325,1,1,"(0.15725751221179962, 0.13711383938789368)","(0.15254776179790497, 0.19086550176143646)",1,1,2.5367584228515625,2.689178466796875,Fixation,POINT (0.1549026370048523 0.1639896705746651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210931467,16725334658,1,1,"(0.15707534551620483, 0.1410592645406723)","(0.16487504541873932, 0.18454602360725403)",1,1,2.538482666015625,2.6665496826171875,Fixation,POINT (0.1609751954674721 0.1628026440739632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210939810,16725343001,1,1,"(0.15573619306087494, 0.1398829072713852)","(0.1566297858953476, 0.17550404369831085)",1,1,2.5210113525390625,2.6714630126953125,Fixation,POINT (0.1561829894781113 0.157693475484848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210948144,16725351335,1,1,"(0.16083458065986633, 0.13853110373020172)","(0.15825875103473663, 0.18557055294513702)",1,1,2.5269775390625,2.6582794189453125,Fixation,POINT (0.1595466658473015 0.1620508283376694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210956477,16725359668,1,1,"(0.1558002382516861, 0.138247549533844)","(0.1592835634946823, 0.1940327286720276)",1,1,2.515228271484375,2.674179077148437,Fixation,POINT (0.1575419008731842 0.1661401391029358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210964810,16725368001,1,1,"(0.159793421626091, 0.1400602012872696)","(0.16011594235897064, 0.18406689167022705)",1,1,2.516693115234375,2.656768798828125,Fixation,POINT (0.1599546819925308 0.1620635464787483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208210973144,16725376335,1,1,"(0.14750851690769196, 0.14190495014190674)","(0.15571513772010803, 0.1849772036075592)",1,1,2.54010009765625,2.684677124023437,Fixation,POINT (0.1516118273139 0.163441076874733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211006477,16725409668,1,1,"(0.05768315866589546, 0.1329740583896637)","(0.07394974678754807, 0.10803498327732086)",1,1,2.470916748046875,2.6164093017578125,Fixation,POINT (0.0658164527267218 0.1205045208334923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211014810,16725418001,1,1,"(0.05290884152054787, 0.1302107572555542)","(0.06341100484132767, 0.11773539334535599)",1,1,2.4720916748046875,2.6059112548828125,Fixation,POINT (0.0581599231809378 0.1239730753004551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211023143,16725426334,1,1,"(0.04935638606548309, 0.1350378841161728)","(0.06825801730155945, 0.1255137026309967)",1,1,2.486724853515625,2.61676025390625,Fixation,POINT (0.0588072016835213 0.1302757933735848),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211031477,16725434668,1,1,"(0.054268255829811096, 0.13110259175300598)","(0.0625685378909111, 0.11619480699300766)",1,1,2.474151611328125,2.57965087890625,Fixation,POINT (0.0584183968603611 0.1236486993730068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211039810,16725443001,1,1,"(0.05248473957180977, 0.12037570029497147)","(0.06702160090208054, 0.111405149102211)",1,1,2.4838104248046875,2.5903472900390625,Fixation,POINT (0.0597531702369452 0.1158904246985912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211048144,16725451335,1,1,"(0.05468299239873886, 0.12784966826438904)","(0.06914098560810089, 0.12469673901796341)",1,1,2.471893310546875,2.594223022460937,Fixation,POINT (0.0619119890034199 0.1262732036411762),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211056477,16725459668,1,1,"(0.05959050729870796, 0.12214457243680954)","(0.06554866582155228, 0.12066974490880966)",1,1,2.462875366210937,2.572021484375,Fixation,POINT (0.0625695865601301 0.1214071586728096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211064810,16725468001,1,1,"(0.05703863129019737, 0.12597371637821198)","(0.06535666435956955, 0.11746789515018463)",1,1,2.473907470703125,2.58221435546875,Fixation,POINT (0.0611976478248835 0.1217208057641983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211073148,16725476339,1,1,"(0.05436551198363304, 0.1284712553024292)","(0.06707233190536499, 0.11815828830003738)",1,1,2.4713134765625,2.56280517578125,Fixation,POINT (0.060718921944499 0.1233147718012333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211081481,16725484672,1,1,"(0.051638636738061905, 0.12518973648548126)","(0.06675191223621368, 0.12696094810962677)",1,1,2.471542358398437,2.573959350585937,Fixation,POINT (0.0591952744871378 0.126075342297554),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211089814,16725493005,1,1,"(0.05366517975926399, 0.13371698558330536)","(0.06893238425254822, 0.11790381371974945)",1,1,2.4740447998046875,2.5692596435546875,Fixation,POINT (0.0612987820059061 0.1258103996515274),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211098147,16725501338,1,1,"(0.054480236023664474, 0.12805217504501343)","(0.06669875979423523, 0.1217658519744873)",1,1,2.4475250244140625,2.55670166015625,Fixation,POINT (0.0605894979089498 0.1249090135097504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211106472,16725509663,1,1,"(0.057142775505781174, 0.12341389060020447)","(0.06343083828687668, 0.1222413033246994)",1,1,2.4657135009765625,2.552459716796875,Fixation,POINT (0.0602868068963289 0.1228275969624519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211114806,16725517997,1,1,"(0.055733636021614075, 0.12690746784210205)","(0.06573211401700974, 0.11876153945922852)",1,1,2.461517333984375,2.55145263671875,Fixation,POINT (0.0607328750193119 0.1228345036506653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211123139,16725526330,1,1,"(0.056037046015262604, 0.12742842733860016)","(0.05524643510580063, 0.12111090123653412)",1,1,2.475555419921875,2.572265625,Fixation,POINT (0.0556417405605316 0.1242696642875671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211131472,16725534663,1,1,"(0.05777464807033539, 0.1209467425942421)","(0.0595623180270195, 0.12326940149068832)",1,1,2.4527130126953125,2.5586700439453125,Fixation,POINT (0.0586684830486774 0.1221080720424652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211139806,16725542997,1,1,"(0.056656092405319214, 0.12859266996383667)","(0.0641055479645729, 0.12843814492225647)",1,1,2.4676666259765625,2.556503295898437,Fixation,POINT (0.0603808201849461 0.1285154074430466),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211148140,16725551331,1,1,"(0.05748017132282257, 0.12167301774024963)","(0.0673411563038826, 0.12152082473039627)",1,1,2.446685791015625,2.55401611328125,Fixation,POINT (0.0624106638133526 0.121596921235323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211156473,16725559664,1,1,"(0.05342895910143852, 0.12268190085887909)","(0.06893180310726166, 0.12180701643228531)",1,1,2.4654693603515625,2.5505523681640625,Fixation,POINT (0.0611803811043501 0.1222444586455822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211164807,16725567998,1,1,"(0.058561138808727264, 0.12451932579278946)","(0.0656878650188446, 0.12242688983678818)",1,1,2.43768310546875,2.523590087890625,Fixation,POINT (0.0621245019137859 0.1234731078147888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211173140,16725576331,1,1,"(0.05713571235537529, 0.1290069967508316)","(0.064884714782238, 0.11646562069654465)",1,1,2.447357177734375,2.5143280029296875,Fixation,POINT (0.0610102135688066 0.1227363087236881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,capitalizeString,1412807,1208211181473,16725584664,1,1,"(0.05571440979838371, 0.12157055735588074)","(0.06796976923942566, 0.12020134925842285)",1,1,2.4478302001953125,2.535018920898437,Fixation,POINT (0.0618420895189047 0.1208859533071518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
