,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,addLimit.0,JPopupMenu.0,popup.0,JMenuItem.0,limit.0,=.0,makeMenuItem.0,"""Write option: Limit days..."".100","""Specify a limit for the written output in days"".101",new.0,ActionListener.0,SuppressWarnings.0,"""synthetic-access"".0",Override.0,public.0,void.1,actionPerformed.0,ActionEvent.0,e.0,actionLimit.0,popup.1,add.0,limit.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,addLimit,34426334,1208755318224,17269720146,1,1,"(0.16711950302124023, 0.1039971113204956)","(0.1690102219581604, 0.14309576153755188)",1,1,2.3677215576171875,2.39984130859375,Fixation,POINT (0.1680648624897003 0.1235464364290237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755326558,17269728480,1,1,"(0.1669851839542389, 0.10472936183214188)","(0.1801299899816513, 0.14120911061763763)",1,1,2.381805419921875,2.386566162109375,Fixation,POINT (0.1735575869679451 0.1229692362248898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755334891,17269736813,1,1,"(0.1634695678949356, 0.10355788469314575)","(0.17541249096393585, 0.13106799125671387)",1,1,2.364044189453125,2.4051055908203125,Fixation,POINT (0.1694410294294357 0.1173129379749298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755343224,17269745146,1,1,"(0.17308250069618225, 0.1119607612490654)","(0.17260634899139404, 0.13953620195388794)",1,1,2.362762451171875,2.4082489013671875,Fixation,POINT (0.1728444248437882 0.1257484816014767),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755359891,17269761813,1,1,"(0.1373407244682312, 0.10035231709480286)","(0.13749980926513672, 0.1429838240146637)",1,1,2.402572631835937,2.4016265869140625,Fixation,POINT (0.137420266866684 0.1216680705547333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755368224,17269770146,1,1,"(0.1377371847629547, 0.10176895558834076)","(0.14473332464694977, 0.1265430450439453)",1,1,2.3683013916015625,2.3744354248046875,Fixation,POINT (0.1412352547049522 0.114156000316143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755376558,17269778480,1,1,"(0.14020921289920807, 0.09102035313844681)","(0.14737211167812347, 0.12083666771650314)",1,1,2.3927154541015625,2.405975341796875,Fixation,POINT (0.1437906622886658 0.105928510427475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755384891,17269786813,1,1,"(0.1440133899450302, 0.09392440319061279)","(0.1462319940328598, 0.11881755292415619)",1,1,2.3850250244140625,2.4354248046875,Fixation,POINT (0.145122691988945 0.1063709780573845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755393224,17269795146,1,1,"(0.13425059616565704, 0.08889470249414444)","(0.14173397421836853, 0.12981565296649933)",1,1,2.41259765625,2.38995361328125,Fixation,POINT (0.1379922851920128 0.1093551777303219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755401558,17269803480,1,1,"(0.13977181911468506, 0.09273159503936768)","(0.14450915157794952, 0.1248895600438118)",1,1,2.352142333984375,2.4195556640625,Fixation,POINT (0.1421404853463173 0.1088105775415897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755409891,17269811813,1,1,"(0.13968321681022644, 0.09933331608772278)","(0.1407737284898758, 0.1207195520401001)",1,1,2.373992919921875,2.3888397216796875,Fixation,POINT (0.1402284726500511 0.1100264340639114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755418224,17269820146,1,1,"(0.13707095384597778, 0.09873867779970169)","(0.14188414812088013, 0.11102422326803207)",1,1,2.386138916015625,2.405548095703125,Fixation,POINT (0.139477550983429 0.1048814505338669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755426558,17269828480,1,1,"(0.14061397314071655, 0.0995425283908844)","(0.1455553025007248, 0.12339170277118683)",1,1,2.3989715576171875,2.389892578125,Fixation,POINT (0.1430846378207207 0.1114671155810356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755434896,17269836818,1,1,"(0.14510436356067657, 0.09341543167829514)","(0.13931822776794434, 0.11089722812175751)",1,1,2.4015045166015625,2.412689208984375,Fixation,POINT (0.1422112956643105 0.1021563299000263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755443229,17269845151,1,1,"(0.13759905099868774, 0.0923132672905922)","(0.14452019333839417, 0.11101160943508148)",1,1,2.3910675048828125,2.378387451171875,Fixation,POINT (0.141059622168541 0.1016624383628368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755451563,17269853485,1,1,"(0.13855648040771484, 0.09306652098894119)","(0.14385852217674255, 0.11555729061365128)",1,1,2.388397216796875,2.411285400390625,Fixation,POINT (0.1412075012922287 0.1043119058012962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755459896,17269861818,1,1,"(0.14152276515960693, 0.09151611477136612)","(0.14648208022117615, 0.11093927174806595)",1,1,2.3927154541015625,2.374114990234375,Fixation,POINT (0.1440024226903915 0.101227693259716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755468229,17269870151,1,1,"(0.1393614411354065, 0.09730508923530579)","(0.1418280303478241, 0.10892271995544434)",1,1,2.3622589111328125,2.395599365234375,Fixation,POINT (0.1405947357416153 0.1031139045953751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755476563,17269878485,1,1,"(0.13728727400302887, 0.09701325744390488)","(0.14143206179141998, 0.09656643122434616)",1,1,2.374053955078125,2.3740997314453125,Fixation,POINT (0.1393596678972244 0.0967898443341255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755484896,17269886818,1,1,"(0.13576018810272217, 0.10062236338853836)","(0.14330054819583893, 0.09861929714679718)",1,1,2.3806915283203125,2.3784637451171875,Fixation,POINT (0.1395303681492806 0.0996208302676678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755493229,17269895151,1,1,"(0.14518114924430847, 0.09356115758419037)","(0.14371627569198608, 0.09572526067495346)",1,1,2.388275146484375,2.3793487548828125,Fixation,POINT (0.1444487124681473 0.0946432091295719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755501563,17269903485,1,1,"(0.14236296713352203, 0.0969221219420433)","(0.1493246704339981, 0.09827053546905518)",1,1,2.3982086181640625,2.4032135009765625,Fixation,POINT (0.1458438187837601 0.0975963287055492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755509896,17269911818,1,1,"(0.13893108069896698, 0.09855058789253235)","(0.15043500065803528, 0.10070623457431793)",1,1,2.38287353515625,2.3843231201171875,Fixation,POINT (0.1446830406785011 0.0996284112334251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755518230,17269920151,1,1,"(0.1340949982404709, 0.09402941912412643)","(0.14702661335468292, 0.10275854170322418)",1,1,2.3961639404296875,2.387313842773437,Fixation,POINT (0.1405608057975769 0.0983939804136753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755526564,17269928485,1,1,"(0.1413659304380417, 0.09495317935943604)","(0.14474815130233765, 0.10528139770030975)",1,1,2.353546142578125,2.3734588623046875,Fixation,POINT (0.1430570408701897 0.1001172885298729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755534897,17269936818,1,1,"(0.13953730463981628, 0.0909176766872406)","(0.14643724262714386, 0.10914313048124313)",1,1,2.3657684326171875,2.36297607421875,Fixation,POINT (0.1429872736334801 0.1000304035842419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755543230,17269945151,1,1,"(0.14077870547771454, 0.09239136427640915)","(0.14907245337963104, 0.10835921764373779)",1,1,2.38189697265625,2.3685302734375,Fixation,POINT (0.1449255794286728 0.1003752909600735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755551564,17269953485,1,1,"(0.14604279398918152, 0.09464416652917862)","(0.15290717780590057, 0.10261900722980499)",1,1,2.363800048828125,2.355682373046875,Fixation,POINT (0.149474985897541 0.0986315868794918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755559902,17269961823,1,1,"(0.13885349035263062, 0.09289377927780151)","(0.15294496715068817, 0.1116979643702507)",1,1,2.365585327148437,2.3580474853515625,Fixation,POINT (0.1458992287516594 0.1022958718240261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755568235,17269970156,1,1,"(0.141106516122818, 0.09144654124975204)","(0.1481887549161911, 0.10596069693565369)",1,1,2.369293212890625,2.387664794921875,Fixation,POINT (0.1446476355195046 0.0987036190927029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755576569,17269978490,1,1,"(0.138596773147583, 0.09376855939626694)","(0.14741331338882446, 0.12390988320112228)",1,1,2.3583526611328125,2.355697631835937,Fixation,POINT (0.1430050432682037 0.1088392212986946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755584902,17269986823,1,1,"(0.13598822057247162, 0.09667913615703583)","(0.1498938798904419, 0.12123976647853851)",1,1,2.3712158203125,2.3656768798828125,Fixation,POINT (0.1429410502314568 0.1089594513177872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755593235,17269995156,1,1,"(0.1365104764699936, 0.08850456774234772)","(0.15072590112686157, 0.12488953024148941)",1,1,2.364166259765625,2.349334716796875,Fixation,POINT (0.1436181887984276 0.1066970489919186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755601569,17270003490,1,1,"(0.13863813877105713, 0.09174489229917526)","(0.14882980287075043, 0.1203511506319046)",1,1,2.354522705078125,2.359359741210937,Fixation,POINT (0.1437339708209038 0.1060480214655399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755609902,17270011823,1,1,"(0.13722124695777893, 0.09020398557186127)","(0.1429746001958847, 0.11782940477132797)",1,1,2.350189208984375,2.357666015625,Fixation,POINT (0.1400979235768318 0.1040166951715946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755618235,17270020156,1,1,"(0.13668344914913177, 0.09110423922538757)","(0.14546093344688416, 0.11026833951473236)",1,1,2.330108642578125,2.347503662109375,Fixation,POINT (0.141072191298008 0.10068628937006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755626568,17270028489,1,1,"(0.13843756914138794, 0.09960184246301651)","(0.14419929683208466, 0.1038842424750328)",1,1,2.358795166015625,2.35516357421875,Fixation,POINT (0.1413184329867363 0.1017430424690247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755634902,17270036823,1,1,"(0.1376325488090515, 0.09347100555896759)","(0.14921648800373077, 0.09652409702539444)",1,1,2.341522216796875,2.344955444335937,Fixation,POINT (0.1434245184063911 0.094997551292181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755643235,17270045156,1,1,"(0.13643814623355865, 0.09406951814889908)","(0.1462433934211731, 0.10483507812023163)",1,1,2.3319091796875,2.328826904296875,Fixation,POINT (0.1413407698273659 0.0994522981345654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755651568,17270053489,1,1,"(0.1369892656803131, 0.09673963487148285)","(0.14555925130844116, 0.09899929165840149)",1,1,2.3489532470703125,2.333953857421875,Fixation,POINT (0.1412742584943771 0.0978694632649422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755659902,17270061823,1,1,"(0.1402004212141037, 0.09800659120082855)","(0.13632383942604065, 0.09840382635593414)",1,1,2.3257293701171875,2.347381591796875,Fixation,POINT (0.1382621303200722 0.0982052087783814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755668235,17270070156,1,1,"(0.14060024917125702, 0.09899700433015823)","(0.14073264598846436, 0.10848409682512283)",1,1,2.355712890625,2.3233795166015625,Fixation,POINT (0.1406664475798607 0.1037405505776405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755693236,17270095157,1,1,"(0.22109299898147583, 0.11201789975166321)","(0.23291854560375214, 0.1418161690235138)",1,1,2.368270874023437,2.396713256835937,Fixation,POINT (0.227005772292614 0.1269170343875885),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755701569,17270103490,1,1,"(0.2352905571460724, 0.12458279728889465)","(0.23802633583545685, 0.13347846269607544)",1,1,2.38763427734375,2.383209228515625,Fixation,POINT (0.2366584464907646 0.129030629992485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755709903,17270111824,1,1,"(0.23327119648456573, 0.11976581811904907)","(0.232442244887352, 0.1446043848991394)",1,1,2.35205078125,2.393341064453125,Fixation,POINT (0.2328567206859589 0.1321851015090942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755718236,17270120157,1,1,"(0.23583805561065674, 0.12133951485157013)","(0.23952771723270416, 0.14907167851924896)",1,1,2.349700927734375,2.3817596435546875,Fixation,POINT (0.2376828864216804 0.1352055966854096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755726569,17270128490,1,1,"(0.23488940298557281, 0.11702220141887665)","(0.2357550710439682, 0.15563338994979858)",1,1,2.357040405273437,2.38751220703125,Fixation,POINT (0.2353222370147705 0.1363277956843376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755734904,17270136824,1,1,"(0.23444503545761108, 0.1224825382232666)","(0.24077419936656952, 0.1491939276456833)",1,1,2.353912353515625,2.37158203125,Fixation,POINT (0.2376096174120903 0.135838232934475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755743237,17270145157,1,1,"(0.2319163829088211, 0.12368210405111313)","(0.24310551583766937, 0.14253799617290497)",1,1,2.3665924072265625,2.387115478515625,Fixation,POINT (0.2375109493732452 0.133110050112009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755751570,17270153490,1,1,"(0.23160694539546967, 0.12070423364639282)","(0.24263793230056763, 0.14072351157665253)",1,1,2.35333251953125,2.387802124023437,Fixation,POINT (0.2371224388480186 0.1307138726115227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755759904,17270161824,1,1,"(0.2307739406824112, 0.1226736530661583)","(0.2354258894920349, 0.1496049016714096)",1,1,2.3453369140625,2.369598388671875,Fixation,POINT (0.233099915087223 0.136139277368784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755768237,17270170157,1,1,"(0.23268243670463562, 0.1170177087187767)","(0.23053200542926788, 0.1497591882944107)",1,1,2.3419952392578125,2.3671417236328125,Fixation,POINT (0.2316072210669518 0.1333884485065937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755776570,17270178490,1,1,"(0.23404560983181, 0.11854897439479828)","(0.22724518179893494, 0.1399673968553543)",1,1,2.3493194580078125,2.3829345703125,Fixation,POINT (0.2306453958153725 0.1292581856250763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755784904,17270186824,1,1,"(0.23520569503307343, 0.11600127816200256)","(0.23237432539463043, 0.15690802037715912)",1,1,2.370697021484375,2.413787841796875,Fixation,POINT (0.2337900102138519 0.1364546492695808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755793237,17270195157,1,1,"(0.23157964646816254, 0.12227674573659897)","(0.23453181982040405, 0.14760389924049377)",1,1,2.3496856689453125,2.3687896728515625,Fixation,POINT (0.2330557331442833 0.1349403224885464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208755801570,17270203490,1,1,"(0.2361522763967514, 0.11886657029390335)","(0.2369130551815033, 0.15566156804561615)",1,1,2.349105834960937,2.397613525390625,Fixation,POINT (0.2365326657891274 0.1372640691697598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
