,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Node.0,setNamedItem.0,Node.1,arg.0,try.0,return.0,NodeImpl.0,build.0,XMLParserImpl.0,setNamedItem.1,this.0,getJsObject.0,DOMItem.0,arg.1,).0,getJsObject.1,catch.0,JavaScriptException.0,e.0,throw.0,new.0,DOMNodeException.0,DOMNodeException.1,INVALID_MODIFICATION_ERR.0,e.1,this.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,setNamedItem,1810886,1209705021253,18219419971,1,1,"(0.7121804356575012, 0.20910218358039856)","(0.7066493034362793, 0.24109797179698944)",1,1,2.669540405273437,2.6462554931640625,Fixation,POINT (0.7094148695468903 0.225100077688694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705029586,18219428304,1,1,"(0.7102484107017517, 0.20324887335300446)","(0.708660364151001, 0.23641565442085266)",1,1,2.6735382080078125,2.646224975585937,Fixation,POINT (0.7094543874263763 0.2198322638869286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705037920,18219436638,1,1,"(0.7113299369812012, 0.21636492013931274)","(0.7043382525444031, 0.2345951497554779)",1,1,2.6957550048828125,2.657455444335937,Fixation,POINT (0.7078340947628021 0.2254800349473953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705046253,18219444971,1,1,"(0.7100752592086792, 0.2158239632844925)","(0.7061871886253357, 0.23301108181476593)",1,1,2.695587158203125,2.661773681640625,Fixation,POINT (0.7081312239170074 0.2244175225496292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705054587,18219453305,1,1,"(0.7104978561401367, 0.2145046442747116)","(0.7088291645050049, 0.2364075481891632)",1,1,2.69952392578125,2.662704467773437,Fixation,POINT (0.7096635103225708 0.2254560962319374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705062921,18219461638,1,1,"(0.7116789221763611, 0.21837973594665527)","(0.7070366144180298, 0.2273120880126953)",1,1,2.6927490234375,2.64398193359375,Fixation,POINT (0.7093577682971954 0.2228459119796753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705071254,18219469971,1,1,"(0.712891697883606, 0.21464824676513672)","(0.7057173252105713, 0.2262929081916809)",1,1,2.681182861328125,2.6441192626953125,Fixation,POINT (0.7093045115470886 0.2204705774784088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705079587,18219478304,1,1,"(0.7106999158859253, 0.20704616606235504)","(0.7068773508071899, 0.2389194220304489)",1,1,2.6866455078125,2.670379638671875,Fixation,POINT (0.7087886333465576 0.222982794046402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705087928,18219486645,1,1,"(0.7125833034515381, 0.20494070649147034)","(0.7090487480163574, 0.2323571890592575)",1,1,2.692657470703125,2.6646270751953125,Fixation,POINT (0.7108160257339478 0.2186489477753639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705096261,18219494978,1,1,"(0.7114799618721008, 0.20799291133880615)","(0.7084985971450806, 0.2331743836402893)",1,1,2.6690216064453125,2.6493377685546875,Fixation,POINT (0.7099892795085907 0.2205836474895477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705104595,18219503312,1,1,"(0.7132747769355774, 0.207394540309906)","(0.7057555317878723, 0.22633889317512512)",1,1,2.6674346923828125,2.641876220703125,Fixation,POINT (0.7095151543617249 0.2168667167425156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705112928,18219511645,1,1,"(0.7111067771911621, 0.20684503018856049)","(0.7084693312644958, 0.23351964354515076)",1,1,2.670928955078125,2.6529083251953125,Fixation,POINT (0.709788054227829 0.2201823368668556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705121261,18219519978,1,1,"(0.7146201133728027, 0.21325436234474182)","(0.7079946994781494, 0.23070019483566284)",1,1,2.684722900390625,2.667266845703125,Fixation,POINT (0.7113074064254761 0.2219772785902023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705129595,18219528312,1,1,"(0.7122718691825867, 0.20667563378810883)","(0.7045626640319824, 0.23017637431621552)",1,1,2.675567626953125,2.6404571533203125,Fixation,POINT (0.7084172666072845 0.2184260040521622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705137928,18219536645,1,1,"(0.7123969197273254, 0.20897935330867767)","(0.7049188613891602, 0.2293408215045929)",1,1,2.6612701416015625,2.63092041015625,Fixation,POINT (0.7086578905582428 0.2191600874066353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705146261,18219544978,1,1,"(0.7120721936225891, 0.20706890523433685)","(0.7060191631317139, 0.23230454325675964)",1,1,2.670028686523437,2.6426544189453125,Fixation,POINT (0.7090456783771515 0.2196867242455482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705154595,18219553312,1,1,"(0.7112209796905518, 0.21277661621570587)","(0.7056686282157898, 0.22815878689289093)",1,1,2.6647186279296875,2.623016357421875,Fixation,POINT (0.7084448039531708 0.2204677015542984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705179594,18219578311,1,1,"(0.6718713045120239, 0.20617330074310303)","(0.6701300144195557, 0.22607403993606567)",1,1,2.657135009765625,2.620712280273437,Fixation,POINT (0.6710006594657898 0.2161236703395844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705187928,18219586645,1,1,"(0.6647598147392273, 0.21559064090251923)","(0.6648023128509521, 0.23704032599925995)",1,1,2.65234375,2.6458740234375,Fixation,POINT (0.6647810637950897 0.2263154834508896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705196261,18219594978,1,1,"(0.6620802283287048, 0.21376070380210876)","(0.6641461849212646, 0.22754442691802979)",1,1,2.6580810546875,2.5993804931640625,Fixation,POINT (0.6631132066249847 0.2206525653600693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705204595,18219603312,1,1,"(0.6623951196670532, 0.2095704972743988)","(0.664556086063385, 0.2331569641828537)",1,1,2.6201629638671875,2.61041259765625,Fixation,POINT (0.6634756028652191 0.2213637307286262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705212928,18219611645,1,1,"(0.6656590104103088, 0.20598001778125763)","(0.6643534898757935, 0.23102547228336334)",1,1,2.620391845703125,2.61358642578125,Fixation,POINT (0.6650062501430511 0.2185027450323105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705221266,18219619983,1,1,"(0.663485050201416, 0.20778891444206238)","(0.6637871861457825, 0.23015186190605164)",1,1,2.61285400390625,2.6016387939453125,Fixation,POINT (0.6636361181735992 0.218970388174057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705229599,18219628316,1,1,"(0.6652469038963318, 0.20729075372219086)","(0.6642634868621826, 0.23291167616844177)",1,1,2.620361328125,2.608245849609375,Fixation,POINT (0.6647551953792572 0.2201012149453163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705237933,18219636650,1,1,"(0.665397584438324, 0.2119901031255722)","(0.6617886424064636, 0.2337285876274109)",1,1,2.624359130859375,2.612213134765625,Fixation,POINT (0.6635931134223938 0.2228593453764916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705246266,18219644983,1,1,"(0.6665177345275879, 0.20911383628845215)","(0.6641845107078552, 0.22693350911140442)",1,1,2.6306915283203125,2.617095947265625,Fixation,POINT (0.6653511226177216 0.2180236726999283),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705254599,18219653316,1,1,"(0.6664205193519592, 0.2129061073064804)","(0.6658912897109985, 0.2354772537946701)",1,1,2.6327667236328125,2.614837646484375,Fixation,POINT (0.6661559045314789 0.2241916805505753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705262933,18219661650,1,1,"(0.6638855934143066, 0.21533964574337006)","(0.6660425662994385, 0.2260250300168991)",1,1,2.6313629150390625,2.60919189453125,Fixation,POINT (0.6649640798568726 0.2206823378801346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705271266,18219669983,1,1,"(0.6618075370788574, 0.21075399219989777)","(0.6656957268714905, 0.2287101298570633)",1,1,2.6168975830078125,2.579315185546875,Fixation,POINT (0.663751631975174 0.2197320610284805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705279599,18219678316,1,1,"(0.6641794443130493, 0.1987243890762329)","(0.6644253730773926, 0.2260483354330063)",1,1,2.5885009765625,2.59100341796875,Fixation,POINT (0.664302408695221 0.2123863622546196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705287933,18219686650,1,1,"(0.6656758189201355, 0.21163494884967804)","(0.6634248495101929, 0.22727037966251373)",1,1,2.5957794189453125,2.584747314453125,Fixation,POINT (0.6645503342151642 0.2194526642560959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705296266,18219694983,1,1,"(0.6639388799667358, 0.21394330263137817)","(0.6667340993881226, 0.22846317291259766)",1,1,2.620941162109375,2.5824737548828125,Fixation,POINT (0.6653364896774292 0.2212032377719879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705304600,18219703317,1,1,"(0.6634913682937622, 0.22007612884044647)","(0.6679641604423523, 0.231181800365448)",1,1,2.6170196533203125,2.5892333984375,Fixation,POINT (0.6657277643680573 0.2256289646029472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705312932,18219711649,1,1,"(0.6615526080131531, 0.21832390129566193)","(0.6654500365257263, 0.23151281476020813)",1,1,2.5737762451171875,2.591094970703125,Fixation,POINT (0.6635013222694397 0.224918358027935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705321267,18219719983,1,1,"(0.6645215749740601, 0.21631495654582977)","(0.6659999489784241, 0.23272375762462616)",1,1,2.5955352783203125,2.5737762451171875,Fixation,POINT (0.6652607619762421 0.224519357085228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705329600,18219728316,1,1,"(0.6640308499336243, 0.20789164304733276)","(0.6642347574234009, 0.2248813360929489)",1,1,2.5877838134765625,2.571380615234375,Fixation,POINT (0.6641328036785126 0.2163864895701408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705337933,18219736649,1,1,"(0.6685981154441833, 0.21404103934764862)","(0.6650649309158325, 0.22394384443759918)",1,1,2.57781982421875,2.5700225830078125,Fixation,POINT (0.6668315231800079 0.2189924418926239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705346270,18219744986,1,1,"(0.669424831867218, 0.21251200139522552)","(0.6677576303482056, 0.22278627753257751)",1,1,2.566268920898437,2.541839599609375,Fixation,POINT (0.6685912311077118 0.2176491394639015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705354604,18219753320,1,1,"(0.6638814806938171, 0.21307224035263062)","(0.6645439863204956, 0.2283637821674347)",1,1,2.572372436523437,2.561798095703125,Fixation,POINT (0.6642127335071564 0.2207180112600326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705362936,18219761652,1,1,"(0.664581298828125, 0.20026107132434845)","(0.666528582572937, 0.22527268528938293)",1,1,2.561141967773437,2.5604400634765625,Fixation,POINT (0.665554940700531 0.2127668783068657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705371270,18219769986,1,1,"(0.6654362678527832, 0.20662280917167664)","(0.6656361222267151, 0.2265845686197281)",1,1,2.578857421875,2.554412841796875,Fixation,POINT (0.6655361950397491 0.2166036888957024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705379604,18219778320,1,1,"(0.6631463766098022, 0.2109999656677246)","(0.6636388897895813, 0.22732795774936676)",1,1,2.5750274658203125,2.54327392578125,Fixation,POINT (0.6633926331996918 0.2191639617085457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705387936,18219786652,1,1,"(0.6632116436958313, 0.21529626846313477)","(0.6644076704978943, 0.22491244971752167)",1,1,2.5548095703125,2.5478515625,Fixation,POINT (0.6638096570968628 0.2201043590903282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705396272,18219794988,1,1,"(0.6628724932670593, 0.2183445394039154)","(0.6666009426116943, 0.21511976420879364)",1,1,2.5784912109375,2.540283203125,Fixation,POINT (0.6647367179393768 0.2167321518063545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705404606,18219803322,1,1,"(0.6663375496864319, 0.20947597920894623)","(0.6627075672149658, 0.23156607151031494)",1,1,2.55169677734375,2.5496978759765625,Fixation,POINT (0.6645225584506989 0.2205210253596306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705412939,18219811655,1,1,"(0.6644840240478516, 0.216824010014534)","(0.6648740172386169, 0.222148135304451)",1,1,2.5693359375,2.53277587890625,Fixation,POINT (0.6646790206432343 0.2194860726594925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705421272,18219819988,1,1,"(0.6480686068534851, 0.2117222547531128)","(0.6554426550865173, 0.23128043115139008)",1,1,2.559173583984375,2.5348052978515625,Fixation,POINT (0.6517556309700012 0.2215013429522514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setNamedItem,1810886,1209705496278,18219894994,1,1,"(0.08846239000558853, 0.1630881279706955)","(0.09664813429117203, 0.16760335862636566)",1,1,2.527923583984375,2.59600830078125,Fixation,POINT (0.0925552621483803 0.1653457432985306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705504611,18219903327,1,1,"(0.09329415112733841, 0.15752947330474854)","(0.10861542820930481, 0.1586264818906784)",1,1,2.516830444335937,2.602157592773437,Fixation,POINT (0.1009547896683216 0.1580779775977135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705512944,18219911660,1,1,"(0.08265563100576401, 0.15510539710521698)","(0.09920485317707062, 0.15857696533203125)",1,1,2.507415771484375,2.60003662109375,Fixation,POINT (0.0909302420914173 0.1568411812186241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705521278,18219919994,1,1,"(0.09215555340051651, 0.1600738912820816)","(0.10074606537818909, 0.15765732526779175)",1,1,2.507415771484375,2.583114624023437,Fixation,POINT (0.0964508093893528 0.1588656082749367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705529611,18219928327,1,1,"(0.09105389565229416, 0.15509308874607086)","(0.09592453390359879, 0.15546810626983643)",1,1,2.4889678955078125,2.5761871337890625,Fixation,POINT (0.0934892147779465 0.1552805975079536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705537945,18219936661,1,1,"(0.09555031359195709, 0.16039657592773438)","(0.09878972917795181, 0.15858657658100128)",1,1,2.4898834228515625,2.572845458984375,Fixation,POINT (0.0971700213849544 0.1594915762543678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705546278,18219944994,1,1,"(0.091295525431633, 0.15615254640579224)","(0.09940416365861893, 0.15585070848464966)",1,1,2.489852905273437,2.564727783203125,Fixation,POINT (0.095349844545126 0.156001627445221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705554611,18219953327,1,1,"(0.09223978221416473, 0.15775132179260254)","(0.10060783475637436, 0.1615654081106186)",1,1,2.489364624023437,2.573959350585937,Fixation,POINT (0.0964238084852696 0.1596583649516106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705562944,18219961660,1,1,"(0.09014281630516052, 0.15789487957954407)","(0.10122551769018173, 0.159577414393425)",1,1,2.4760894775390625,2.5741424560546875,Fixation,POINT (0.0956841669976711 0.1587361469864845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705571279,18219969994,1,1,"(0.09421240538358688, 0.16034922003746033)","(0.09755183756351471, 0.1564479023218155)",1,1,2.482406616210937,2.557357788085937,Fixation,POINT (0.0958821214735508 0.1583985611796379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705579612,18219978327,1,1,"(0.09289886802434921, 0.16754165291786194)","(0.10121828317642212, 0.16398361325263977)",1,1,2.484375,2.5670318603515625,Fixation,POINT (0.0970585756003857 0.1657626330852508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705587945,18219986660,1,1,"(0.09419413655996323, 0.1612572968006134)","(0.09951809793710709, 0.16099844872951508)",1,1,2.4971466064453125,2.57049560546875,Fixation,POINT (0.0968561172485352 0.1611278727650642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705596279,18219994994,1,1,"(0.0964851900935173, 0.16685421764850616)","(0.09885426610708237, 0.16511210799217224)",1,1,2.4810791015625,2.5718231201171875,Fixation,POINT (0.0976697281002998 0.1659831628203392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705604612,18220003327,1,1,"(0.09082528203725815, 0.1623038798570633)","(0.09968491643667221, 0.16507725417613983)",1,1,2.4621734619140625,2.5644989013671875,Fixation,POINT (0.0952550992369652 0.1636905670166016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705612949,18220011664,1,1,"(0.09810279309749603, 0.15763109922409058)","(0.09954740107059479, 0.16393686830997467)",1,1,2.4747314453125,2.541610717773437,Fixation,POINT (0.0988250970840454 0.1607839837670326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705621283,18220019998,1,1,"(0.0968509241938591, 0.16370713710784912)","(0.10135132074356079, 0.15822969377040863)",1,1,2.4869537353515625,2.5589599609375,Fixation,POINT (0.09910112246871 0.1609684154391289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705629616,18220028331,1,1,"(0.09630437940359116, 0.16296707093715668)","(0.10156843066215515, 0.16313301026821136)",1,1,2.480804443359375,2.54632568359375,Fixation,POINT (0.0989364050328732 0.163050040602684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705637950,18220036665,1,1,"(0.09322277456521988, 0.1575733721256256)","(0.10123475641012192, 0.1583298295736313)",1,1,2.458038330078125,2.54241943359375,Fixation,POINT (0.0972287654876709 0.1579516008496284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705646283,18220044998,1,1,"(0.09541546553373337, 0.15982751548290253)","(0.1022646501660347, 0.16249340772628784)",1,1,2.4699859619140625,2.5405426025390625,Fixation,POINT (0.098840057849884 0.1611604616045952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705654616,18220053331,1,1,"(0.09520260989665985, 0.1609211564064026)","(0.10222068428993225, 0.165174663066864)",1,1,2.46954345703125,2.5351715087890625,Fixation,POINT (0.098711647093296 0.1630479097366333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705662949,18220061664,1,1,"(0.09540639817714691, 0.16394375264644623)","(0.10159482061862946, 0.1648983359336853)",1,1,2.4757232666015625,2.532684326171875,Fixation,POINT (0.0985006093978882 0.1644210442900658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705671283,18220069998,1,1,"(0.09664342552423477, 0.15811379253864288)","(0.10013793408870697, 0.16280129551887512)",1,1,2.467987060546875,2.5381622314453125,Fixation,POINT (0.0983906798064709 0.160457544028759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705679616,18220078331,1,1,"(0.09601903706789017, 0.1643904745578766)","(0.10230913013219833, 0.16416388750076294)",1,1,2.4605712890625,2.533172607421875,Fixation,POINT (0.0991640836000442 0.1642771810293198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705687949,18220086664,1,1,"(0.09669561684131622, 0.1636616289615631)","(0.10190063714981079, 0.16501569747924805)",1,1,2.4603424072265625,2.51922607421875,Fixation,POINT (0.0992981269955635 0.1643386632204056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705696283,18220094998,1,1,"(0.09103990346193314, 0.15346907079219818)","(0.10188604146242142, 0.16560067236423492)",1,1,2.463607788085937,2.519927978515625,Fixation,POINT (0.0964629724621773 0.1595348715782166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705704616,18220103331,1,1,"(0.09514844417572021, 0.1669066995382309)","(0.09623541682958603, 0.1667950302362442)",1,1,2.4600830078125,2.521087646484375,Fixation,POINT (0.0956919305026531 0.1668508648872376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setNamedItem,1810886,1209705712949,18220111664,1,1,"(0.09260399639606476, 0.1588509976863861)","(0.10329325497150421, 0.16153515875339508)",1,1,2.4597930908203125,2.5251007080078125,Fixation,POINT (0.0979486256837845 0.1601930782198906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
