,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Collection.0,getInstitutions.0,try.0,if.0,iInstitutions.0,==.0,nan.0,refreshInstitutions.0,logger.0,debug.0,"""Institutions were nan while getting them Attempting to refresh "".100",return.0,iInstitutions.1,catch.0,Exception.0,e.0,logger.1,warn.0,e.1,getMessage.0,e.2,return.1,Collections.0,EMPTY_LIST.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,getInstitutions,19280843,1209663919652,18178318536,1,1,"(0.32578930258750916, 0.20048321783542633)","(0.3240533471107483, 0.19711242616176605)",1,1,2.7322540283203125,2.6939849853515625,Fixation,POINT (0.3249213248491287 0.1987978219985962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663927992,18178326876,1,1,"(0.3210880160331726, 0.2021472454071045)","(0.3261622488498688, 0.2037711888551712)",1,1,2.74371337890625,2.685531616210937,Fixation,POINT (0.3236251324415207 0.2029592171311378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663936325,18178335209,1,1,"(0.32497110962867737, 0.19673524796962738)","(0.3252812325954437, 0.20405323803424835)",1,1,2.73236083984375,2.68377685546875,Fixation,POINT (0.3251261711120606 0.2003942430019379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663944658,18178343542,1,1,"(0.3261658251285553, 0.19657953083515167)","(0.3272115886211395, 0.20822159945964813)",1,1,2.717864990234375,2.683837890625,Fixation,POINT (0.3266887068748474 0.2024005651473999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663952991,18178351875,1,1,"(0.3241034150123596, 0.20312795042991638)","(0.32154056429862976, 0.209318146109581)",1,1,2.727157592773437,2.681869506835937,Fixation,POINT (0.3228219896554947 0.2062230482697487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663961326,18178360209,1,1,"(0.32410362362861633, 0.20353445410728455)","(0.3222505748271942, 0.20047253370285034)",1,1,2.70654296875,2.6646270751953125,Fixation,POINT (0.3231770992279053 0.2020034939050674),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663969659,18178368542,1,1,"(0.32413002848625183, 0.1936502456665039)","(0.3246532678604126, 0.21151287853717804)",1,1,2.6969146728515625,2.661865234375,Fixation,POINT (0.3243916481733322 0.202581562101841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663977992,18178376875,1,1,"(0.3235318064689636, 0.1984415203332901)","(0.3229648768901825, 0.20647157728672028)",1,1,2.710357666015625,2.6728515625,Fixation,POINT (0.3232483416795731 0.2024565488100052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663986326,18178385209,1,1,"(0.3230265974998474, 0.20255212485790253)","(0.3234727680683136, 0.18982477486133575)",1,1,2.7101593017578125,2.6286773681640625,Fixation,POINT (0.3232496827840805 0.1961884498596191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209663994657,18178393540,1,1,"(0.3261395990848541, 0.2063382863998413)","(0.3233208656311035, 0.1957620233297348)",1,1,2.697128295898437,2.6396942138671875,Fixation,POINT (0.3247302323579788 0.2010501548647881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664002990,18178401873,1,1,"(0.31758975982666016, 0.20649096369743347)","(0.3216429352760315, 0.20492027699947357)",1,1,2.703964233398437,2.65594482421875,Fixation,POINT (0.3196163475513458 0.2057056203484535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664044657,18178443540,1,1,"(0.13115373253822327, 0.18969734013080597)","(0.13430868089199066, 0.20149190723896027)",1,1,2.6773681640625,2.6556854248046875,Fixation,POINT (0.132731206715107 0.1955946236848831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664052990,18178451873,1,1,"(0.12765727937221527, 0.1900535523891449)","(0.13742493093013763, 0.19946137070655823)",1,1,2.67913818359375,2.645126342773437,Fixation,POINT (0.1325411051511764 0.1947574615478516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664061327,18178460210,1,1,"(0.1245470717549324, 0.19540297985076904)","(0.13331490755081177, 0.20364294946193695)",1,1,2.6731719970703125,2.6625213623046875,Fixation,POINT (0.1289309896528721 0.199522964656353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664069661,18178468543,1,1,"(0.1291244626045227, 0.18745598196983337)","(0.12987443804740906, 0.20032769441604614)",1,1,2.679351806640625,2.661483764648437,Fixation,POINT (0.1294994503259659 0.1938918381929398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664077994,18178476876,1,1,"(0.12932728230953217, 0.19731521606445312)","(0.13129372894763947, 0.20324309170246124)",1,1,2.663925170898437,2.662353515625,Fixation,POINT (0.1303105056285858 0.2002791538834572),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664086336,18178485218,1,1,"(0.12803934514522552, 0.19836954772472382)","(0.13256077468395233, 0.19529308378696442)",1,1,2.6693572998046875,2.63690185546875,Fixation,POINT (0.1303000599145889 0.1968313157558441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664094670,18178493552,1,1,"(0.1299583911895752, 0.20209810137748718)","(0.13290849328041077, 0.20282725989818573)",1,1,2.6640625,2.657501220703125,Fixation,POINT (0.131433442234993 0.2024626806378365),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664103003,18178501885,1,1,"(0.13562902808189392, 0.2004290670156479)","(0.13003766536712646, 0.19832274317741394)",1,1,2.67529296875,2.6501007080078125,Fixation,POINT (0.1328333467245102 0.1993759050965309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664111328,18178510210,1,1,"(0.13076181709766388, 0.19090230762958527)","(0.13446912169456482, 0.19703060388565063)",1,1,2.6488494873046875,2.6438446044921875,Fixation,POINT (0.1326154693961144 0.193966455757618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664119670,18178518552,1,1,"(0.130515918135643, 0.20822139084339142)","(0.12828904390335083, 0.19797924160957336)",1,1,2.6445465087890625,2.6407928466796875,Fixation,POINT (0.1294024810194969 0.2031003162264824),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664128003,18178526885,1,1,"(0.13055290281772614, 0.1916155368089676)","(0.13104552030563354, 0.19684554636478424)",1,1,2.6514892578125,2.6431884765625,Fixation,POINT (0.1307992115616798 0.1942305415868759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664136336,18178535218,1,1,"(0.13003987073898315, 0.2009829580783844)","(0.13265745341777802, 0.19998297095298767)",1,1,2.6667022705078125,2.6257781982421875,Fixation,POINT (0.1313486620783806 0.200482964515686),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664144661,18178543543,1,1,"(0.12982775270938873, 0.19806908071041107)","(0.1319136619567871, 0.20100362598896027)",1,1,2.6578521728515625,2.6304931640625,Fixation,POINT (0.1308707073330879 0.1995363533496857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664153003,18178551885,1,1,"(0.13044600188732147, 0.2031274437904358)","(0.13026797771453857, 0.19685854017734528)",1,1,2.648223876953125,2.6167144775390625,Fixation,POINT (0.13035698980093 0.1999929919838905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664161336,18178560218,1,1,"(0.1323276311159134, 0.1959277242422104)","(0.13452662527561188, 0.19732879102230072)",1,1,2.63665771484375,2.64111328125,Fixation,POINT (0.1334271281957626 0.1966282576322556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664169660,18178568542,1,1,"(0.13056421279907227, 0.19776058197021484)","(0.13267385959625244, 0.19925685226917267)",1,1,2.6372222900390625,2.6241455078125,Fixation,POINT (0.1316190361976624 0.1985087171196938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664177994,18178576876,1,1,"(0.12854795157909393, 0.19683419167995453)","(0.1301596462726593, 0.19332745671272278)",1,1,2.638778686523437,2.6182861328125,Fixation,POINT (0.1293537989258766 0.1950808241963386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664186328,18178585210,1,1,"(0.1322929412126541, 0.19668477773666382)","(0.1306648999452591, 0.18712249398231506)",1,1,2.6396636962890625,2.594085693359375,Fixation,POINT (0.1314789205789566 0.1919036358594894),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664194666,18178593548,1,1,"(0.1303119659423828, 0.19803716242313385)","(0.13409055769443512, 0.19236847758293152)",1,1,2.639251708984375,2.61181640625,Fixation,POINT (0.132201261818409 0.1952028200030327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664203001,18178601883,1,1,"(0.13024356961250305, 0.19176740944385529)","(0.12813454866409302, 0.18867410719394684)",1,1,2.62420654296875,2.62255859375,Fixation,POINT (0.129189059138298 0.1902207583189011),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664211332,18178610214,1,1,"(0.13109874725341797, 0.1920260637998581)","(0.13370820879936218, 0.1930437833070755)",1,1,2.620025634765625,2.598861694335937,Fixation,POINT (0.1324034780263901 0.1925349235534668),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664219665,18178618547,1,1,"(0.13194993138313293, 0.1967686265707016)","(0.13297533988952637, 0.19120945036411285)",1,1,2.6164703369140625,2.5987548828125,Fixation,POINT (0.1324626356363296 0.1939890384674072),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664228001,18178626883,1,1,"(0.13296036422252655, 0.192269966006279)","(0.13474272191524506, 0.19524864852428436)",1,1,2.655624389648437,2.60498046875,Fixation,POINT (0.1338515430688858 0.1937593072652817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664236335,18178635217,1,1,"(0.1314743310213089, 0.19229719042778015)","(0.13507840037345886, 0.19507800042629242)",1,1,2.630035400390625,2.5971832275390625,Fixation,POINT (0.1332763656973839 0.1936875954270363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664244668,18178643550,1,1,"(0.1354590654373169, 0.18590888381004333)","(0.13426947593688965, 0.19617851078510284)",1,1,2.6286773681640625,2.5923309326171875,Fixation,POINT (0.1348642706871033 0.1910436972975731),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664253002,18178651883,1,1,"(0.1290982961654663, 0.1940980702638626)","(0.1318015605211258, 0.19544042646884918)",1,1,2.6128692626953125,2.591827392578125,Fixation,POINT (0.130449928343296 0.1947692483663559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664261335,18178660216,1,1,"(0.13797251880168915, 0.19471392035484314)","(0.13484996557235718, 0.19589653611183167)",1,1,2.627410888671875,2.592514038085937,Fixation,POINT (0.1364112421870232 0.1953052282333374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664269668,18178668549,1,1,"(0.13450796902179718, 0.19741931557655334)","(0.13699354231357574, 0.19566920399665833)",1,1,2.6280975341796875,2.588043212890625,Fixation,POINT (0.1357507556676865 0.1965442597866058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664278002,18178676883,1,1,"(0.13584379851818085, 0.191538468003273)","(0.1351405531167984, 0.19289150834083557)",1,1,2.615966796875,2.5849151611328125,Fixation,POINT (0.1354921758174896 0.1922149881720543),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664286335,18178685216,1,1,"(0.13098986446857452, 0.19566988945007324)","(0.13541479408740997, 0.18921661376953125)",1,1,2.6209259033203125,2.5887908935546875,Fixation,POINT (0.1332023292779922 0.1924432516098022),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664319674,18178718555,1,1,"(0.052341967821121216, 0.13148438930511475)","(0.06317383050918579, 0.1286577582359314)",1,1,2.598388671875,2.582015991210937,Fixation,POINT (0.0577578991651535 0.1300710737705231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664328007,18178726888,1,1,"(0.052550818771123886, 0.1346399486064911)","(0.06516174972057343, 0.12779705226421356)",1,1,2.638824462890625,2.5819091796875,Fixation,POINT (0.0588562842458487 0.1312185004353523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664336341,18178735222,1,1,"(0.05229058861732483, 0.13578574359416962)","(0.05427798256278038, 0.13004332780838013)",1,1,2.63861083984375,2.5825958251953125,Fixation,POINT (0.0532842855900526 0.1329145357012749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664344674,18178743555,1,1,"(0.04771841689944267, 0.13267938792705536)","(0.05915249511599541, 0.12300948053598404)",1,1,2.62738037109375,2.5751190185546875,Fixation,POINT (0.053435456007719 0.1278444342315197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664353007,18178751888,1,1,"(0.05135478079319, 0.13609515130519867)","(0.05607301741838455, 0.1261855810880661)",1,1,2.6223602294921875,2.59063720703125,Fixation,POINT (0.0537138991057873 0.1311403661966324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664361341,18178760222,1,1,"(0.05221228301525116, 0.1375357210636139)","(0.06073928251862526, 0.1225200742483139)",1,1,2.607330322265625,2.5830535888671875,Fixation,POINT (0.0564757827669382 0.1300278976559639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664369673,18178768554,1,1,"(0.05224078893661499, 0.13755908608436584)","(0.05620503053069115, 0.1198556050658226)",1,1,2.621368408203125,2.58251953125,Fixation,POINT (0.0542229097336531 0.1287073455750942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664378007,18178776888,1,1,"(0.05684155225753784, 0.13102085888385773)","(0.06029103323817253, 0.12103541940450668)",1,1,2.6128387451171875,2.572174072265625,Fixation,POINT (0.0585662927478552 0.1260281391441822),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664386341,18178785222,1,1,"(0.049383506178855896, 0.13325126469135284)","(0.06142549589276314, 0.11763695627450943)",1,1,2.6132965087890625,2.56915283203125,Fixation,POINT (0.0554045010358095 0.1254441104829311),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664394675,18178793556,1,1,"(0.05600300803780556, 0.13054494559764862)","(0.05574532598257065, 0.125375896692276)",1,1,2.6219024658203125,2.5567169189453125,Fixation,POINT (0.0558741670101881 0.1279604211449623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664403008,18178801889,1,1,"(0.054156314581632614, 0.1380636841058731)","(0.05652698501944542, 0.11722616106271744)",1,1,2.635116577148437,2.569808959960937,Fixation,POINT (0.055341649800539 0.1276449225842953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664411341,18178810222,1,1,"(0.05386492609977722, 0.13080158829689026)","(0.05228569358587265, 0.1183939203619957)",1,1,2.6273651123046875,2.575439453125,Fixation,POINT (0.0530753098428249 0.124597754329443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664419674,18178818555,1,1,"(0.054035600274801254, 0.1390312910079956)","(0.05543719604611397, 0.13142286241054535)",1,1,2.6110382080078125,2.5619659423828125,Fixation,POINT (0.0547363981604576 0.1352270767092705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664428008,18178826889,1,1,"(0.04974890127778053, 0.13007965683937073)","(0.05733376368880272, 0.12430979311466217)",1,1,2.623275756835937,2.568603515625,Fixation,POINT (0.0535413324832916 0.1271947249770164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664436341,18178835222,1,1,"(0.053513769060373306, 0.1345454752445221)","(0.05808482691645622, 0.12014800310134888)",1,1,2.6151123046875,2.5595703125,Fixation,POINT (0.0557992979884148 0.1273467391729355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664444674,18178843555,1,1,"(0.052586838603019714, 0.13018648326396942)","(0.05781754478812218, 0.12260004132986069)",1,1,2.6244354248046875,2.5632781982421875,Fixation,POINT (0.0552021916955709 0.126393262296915),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664453013,18178851894,1,1,"(0.05209574103355408, 0.12905730307102203)","(0.05917956307530403, 0.12480363994836807)",1,1,2.617156982421875,2.564804077148437,Fixation,POINT (0.0556376520544291 0.126930471509695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664461346,18178860227,1,1,"(0.055889792740345, 0.13867096602916718)","(0.05665821582078934, 0.1367367058992386)",1,1,2.6303253173828125,2.55255126953125,Fixation,POINT (0.0562740042805672 0.1377038359642029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664469679,18178868560,1,1,"(0.060230839997529984, 0.1319400668144226)","(0.0521790012717247, 0.14339999854564667)",1,1,2.6072235107421875,2.562408447265625,Fixation,POINT (0.0562049206346273 0.1376700326800346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664478013,18178876894,1,1,"(0.06155161187052727, 0.1484137624502182)","(0.04824047163128853, 0.1355774700641632)",1,1,2.589706420898437,2.5868072509765625,Fixation,POINT (0.0548960417509079 0.1419956162571907),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209664636353,18179035232,1,1,"(0.7509669065475464, 0.2760245203971863)","(0.7547127604484558, 0.23141203820705414)",1,1,2.6368865966796875,2.509140014648437,,POINT (0.7528398334980011 0.2537182793021202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getInstitutions,19280843,1209664644686,18179043565,1,1,"(0.7508523464202881, 0.26897239685058594)","(0.7552601099014282, 0.21086841821670532)",1,1,2.6378173828125,2.57745361328125,Fixation,POINT (0.7530562281608582 0.2399204075336456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
