,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,List.0,getCollaborateCollection.0,String.1,userID.0,throws.0,AccessException.0,logger.0,debug.0,"""entering getCollaborateCollection()"".100",String.2,query.0,=.0,"""SELECT collection. PID PID collection. TITLE TITLE, "".101",+.0,""" collectionrole. ROLE ROLE FROM collectionrole collection WHERE "".102",+.1,""" collectionrole. USERID = "".103",+.2,userID.1,+.3,"""'"".0",+.4,""" AND collectionrole. COLLECTIONPID = collection. PID"".104",+.5,""" AND collection. ROOT = '1'"".105",List.1,list.0,=.1,buildResult.0,query.1,return.0,list.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,getCollaborateCollection,250694,1209092914275,17607315243,1,1,"(0.8231462240219116, 0.43773260712623596)","(0.8276586532592773, 0.4295952022075653)",1,1,2.314117431640625,2.293563842773437,Fixation,POINT (0.8254024386405945 0.4336639046669006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092922608,17607323576,1,1,"(0.825291097164154, 0.4400761127471924)","(0.8270862102508545, 0.4328126311302185)",1,1,2.3432159423828125,2.284027099609375,Fixation,POINT (0.8261886537075043 0.4364443719387054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092930941,17607331909,1,1,"(0.8272112011909485, 0.4221077561378479)","(0.8270078301429749, 0.44082701206207275)",1,1,2.276519775390625,2.265609741210937,Fixation,POINT (0.8271095156669617 0.4314673840999603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092939275,17607340243,1,1,"(0.8326832056045532, 0.44404828548431396)","(0.8212597966194153, 0.43197101354599)",1,1,2.3451690673828125,2.30340576171875,Fixation,POINT (0.8269715011119843 0.438009649515152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092947608,17607348576,1,1,"(0.823944091796875, 0.4358077645301819)","(0.8211362957954407, 0.43459010124206543)",1,1,2.350128173828125,2.290130615234375,Fixation,POINT (0.8225401937961578 0.4351989328861237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092955947,17607356915,1,1,"(0.8253757953643799, 0.431205153465271)","(0.8195882439613342, 0.42996469140052795)",1,1,2.294189453125,2.2440948486328125,Fixation,POINT (0.8224820196628571 0.4305849224328995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092964282,17607365249,1,1,"(0.8241304755210876, 0.43943527340888977)","(0.8258476853370667, 0.42597857117652893)",1,1,2.3472137451171875,2.2815399169921875,Fixation,POINT (0.8249890804290771 0.4327069222927094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092972615,17607373582,1,1,"(0.8211784362792969, 0.4384915828704834)","(0.8189466595649719, 0.4312114417552948)",1,1,2.31585693359375,2.3134765625,Fixation,POINT (0.8200625479221344 0.4348515123128891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092980948,17607381915,1,1,"(0.8228509426116943, 0.4249449074268341)","(0.8221322894096375, 0.44191786646842957)",1,1,2.2938232421875,2.31298828125,Fixation,POINT (0.8224916160106659 0.4334313869476318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092989282,17607390249,1,1,"(0.8205844163894653, 0.44015035033226013)","(0.8218942284584045, 0.4450402557849884)",1,1,2.346221923828125,2.2870635986328125,Fixation,POINT (0.8212393224239349 0.4425953030586243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209092997615,17607398582,1,1,"(0.8183323740959167, 0.4405229985713959)","(0.8230080008506775, 0.4403246343135834)",1,1,2.3044586181640625,2.29669189453125,Fixation,POINT (0.8206701874732971 0.4404238164424896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093005948,17607406915,1,1,"(0.8172654509544373, 0.4310075640678406)","(0.8227637410163879, 0.442961186170578)",1,1,2.2856903076171875,2.2530975341796875,Fixation,POINT (0.8200145959854126 0.4369843751192093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093014282,17607415249,1,1,"(0.8250054121017456, 0.43241891264915466)","(0.8193929195404053, 0.43568530678749084)",1,1,2.287094116210937,2.2319793701171875,Fixation,POINT (0.8221991658210754 0.4340521097183228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093022615,17607423582,1,1,"(0.8285732269287109, 0.428027868270874)","(0.824508547782898, 0.4323444068431854)",1,1,2.2618865966796875,2.23980712890625,Fixation,POINT (0.8265408873558044 0.4301861375570297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093030948,17607431915,1,1,"(0.8261038064956665, 0.4330238997936249)","(0.8219157457351685, 0.4322053790092468)",1,1,2.2965545654296875,2.271835327148437,Fixation,POINT (0.8240097761154175 0.4326146394014358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093039282,17607440249,1,1,"(0.82524573802948, 0.42975524067878723)","(0.820090115070343, 0.43497416377067566)",1,1,2.286224365234375,2.268463134765625,Fixation,POINT (0.8226679265499115 0.4323647022247314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093047615,17607448582,1,1,"(0.8191545605659485, 0.4331757724285126)","(0.8218895196914673, 0.44119206070899963)",1,1,2.2693328857421875,2.279815673828125,Fixation,POINT (0.8205220401287079 0.4371839165687561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093055948,17607456915,1,1,"(0.8160706758499146, 0.44333234429359436)","(0.8173210620880127, 0.44456201791763306)",1,1,2.285430908203125,2.269317626953125,Fixation,POINT (0.8166958689689636 0.4439471811056137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getCollaborateCollection,250694,1209093097618,17607498585,1,1,"(0.7224078178405762, 0.17348310351371765)","(0.7374362945556641, 0.20827163755893707)",1,1,2.2736358642578125,2.3234100341796875,Fixation,POINT (0.7299220561981201 0.1908773705363274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093114285,17607515252,1,1,"(0.7371373176574707, 0.19155003130435944)","(0.73237544298172, 0.20573580265045166)",1,1,2.3170318603515625,2.3527984619140625,,POINT (0.7347563803195953 0.1986429169774056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093122618,17607523585,1,1,"(0.7186915278434753, 0.20581084489822388)","(0.7297592759132385, 0.2039676457643509)",1,1,2.3282928466796875,2.317413330078125,Fixation,POINT (0.7242254018783569 0.2048892453312874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093130951,17607531918,1,1,"(0.731338620185852, 0.20148855447769165)","(0.7310702204704285, 0.2121400535106659)",1,1,2.316757202148437,2.3328857421875,Fixation,POINT (0.7312044203281403 0.2068143039941788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093139285,17607540252,1,1,"(0.7271696925163269, 0.1851530373096466)","(0.7315247058868408, 0.21018293499946594)",1,1,2.2999267578125,2.34173583984375,Fixation,POINT (0.7293471992015839 0.1976679861545563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093147618,17607548585,1,1,"(0.727249026298523, 0.18584778904914856)","(0.7320056557655334, 0.21238714456558228)",1,1,2.2323455810546875,2.338592529296875,Fixation,POINT (0.7296273410320282 0.1991174668073654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093164283,17607565250,1,1,"(0.7298195362091064, 0.1968248188495636)","(0.73878413438797, 0.19566629827022552)",1,1,2.2688751220703125,2.316558837890625,,POINT (0.7343018352985382 0.1962455585598946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093189282,17607590249,1,1,"(0.6669814586639404, 0.22500625252723694)","(0.6737822890281677, 0.24061161279678345)",1,1,2.343246459960937,2.318939208984375,Fixation,POINT (0.6703818738460541 0.2328089326620102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093197616,17607598583,1,1,"(0.6719480156898499, 0.20750291645526886)","(0.6661023497581482, 0.24730047583580017)",1,1,2.300933837890625,2.3243865966796875,Fixation,POINT (0.669025182723999 0.2274016961455345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093205949,17607606916,1,1,"(0.6738718748092651, 0.22665831446647644)","(0.6671569347381592, 0.24255593121051788)",1,1,2.3166656494140625,2.287933349609375,Fixation,POINT (0.6705144047737122 0.2346071228384972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093214289,17607615256,1,1,"(0.6726518869400024, 0.2123132050037384)","(0.6635335683822632, 0.24306294322013855)",1,1,2.29925537109375,2.2755889892578125,Fixation,POINT (0.6680927276611328 0.2276880741119385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093222622,17607623589,1,1,"(0.6770819425582886, 0.20508040487766266)","(0.6608747243881226, 0.2493894398212433)",1,1,2.260116577148437,2.285751342773437,Fixation,POINT (0.6689783334732056 0.227234922349453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093230955,17607631922,1,1,"(0.6776455044746399, 0.22696807980537415)","(0.6654979586601257, 0.24667280912399292)",1,1,2.303939819335937,2.298095703125,Fixation,POINT (0.6715717315673828 0.2368204444646835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093239288,17607640255,1,1,"(0.6748713850975037, 0.20502643287181854)","(0.6613258123397827, 0.24456341564655304)",1,1,2.28411865234375,2.279632568359375,Fixation,POINT (0.6680985987186432 0.2247949242591858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093247622,17607648589,1,1,"(0.6753460764884949, 0.2138228565454483)","(0.6666994094848633, 0.24889813363552094)",1,1,2.286605834960937,2.26190185546875,Fixation,POINT (0.6710227429866791 0.2313604950904846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093255955,17607656922,1,1,"(0.6748764514923096, 0.21896420419216156)","(0.6651778817176819, 0.24370527267456055)",1,1,2.2940216064453125,2.2830963134765625,Fixation,POINT (0.6700271666049957 0.231334738433361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093264288,17607665255,1,1,"(0.6729241013526917, 0.21784038841724396)","(0.6581243872642517, 0.2351170778274536)",1,1,2.2947998046875,2.26806640625,Fixation,POINT (0.6655242443084717 0.2264787331223488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093272622,17607673589,1,1,"(0.6728704571723938, 0.21279731392860413)","(0.6619194746017456, 0.24298514425754547)",1,1,2.2976837158203125,2.274078369140625,Fixation,POINT (0.6673949658870697 0.2278912290930748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093280955,17607681922,1,1,"(0.6690757274627686, 0.19807597994804382)","(0.6640886068344116, 0.23952414095401764)",1,1,2.2440185546875,2.2425079345703125,Fixation,POINT (0.6665821671485901 0.2188000604510307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093289288,17607690255,1,1,"(0.6697512865066528, 0.22030459344387054)","(0.6665208339691162, 0.23492449522018433)",1,1,2.276092529296875,2.2698516845703125,Fixation,POINT (0.6681360602378845 0.2276145443320274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093297622,17607698589,1,1,"(0.664738118648529, 0.2109665870666504)","(0.6687458753585815, 0.2423442304134369)",1,1,2.25640869140625,2.2520904541015625,Fixation,POINT (0.6667419970035553 0.2266554087400436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093305956,17607706922,1,1,"(0.6727198958396912, 0.19349846243858337)","(0.6675781011581421, 0.23566533625125885)",1,1,2.203582763671875,2.2564239501953125,Fixation,POINT (0.6701489984989166 0.2145818993449211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093314289,17607715255,1,1,"(0.6671881675720215, 0.21583013236522675)","(0.6625126600265503, 0.24012216925621033)",1,1,2.242584228515625,2.253143310546875,Fixation,POINT (0.6648504137992859 0.2279761508107185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093322623,17607723589,1,1,"(0.6656151413917542, 0.21191976964473724)","(0.6598994731903076, 0.24469731748104095)",1,1,2.2458648681640625,2.2582244873046875,Fixation,POINT (0.6627573072910309 0.2283085435628891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093330956,17607731922,1,1,"(0.6685218214988708, 0.21501144766807556)","(0.6583134531974792, 0.23946629464626312)",1,1,2.2958526611328125,2.2581787109375,Fixation,POINT (0.663417637348175 0.2272388711571693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093339289,17607740255,1,1,"(0.6715397834777832, 0.20151416957378387)","(0.664153516292572, 0.24429753422737122)",1,1,2.2576141357421875,2.236663818359375,Fixation,POINT (0.6678466498851776 0.2229058519005776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093347629,17607748595,1,1,"(0.6746910810470581, 0.202000230550766)","(0.6669372320175171, 0.2392011135816574)",1,1,2.2517242431640625,2.2815399169921875,Fixation,POINT (0.6708141565322876 0.2206006720662117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093355962,17607756928,1,1,"(0.6787861585617065, 0.21084386110305786)","(0.6651943325996399, 0.2343744933605194)",1,1,2.2620391845703125,2.27191162109375,Fixation,POINT (0.6719902455806732 0.2226091772317886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093364295,17607765261,1,1,"(0.6734005212783813, 0.20728978514671326)","(0.6624360680580139, 0.2394803911447525)",1,1,2.2623748779296875,2.253524780273437,Fixation,POINT (0.6679182946681976 0.2233850881457329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093372629,17607773595,1,1,"(0.6712453365325928, 0.21357950568199158)","(0.668497622013092, 0.23843643069267273)",1,1,2.279144287109375,2.277069091796875,Fixation,POINT (0.6698714792728424 0.2260079681873322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093380962,17607781928,1,1,"(0.6605613231658936, 0.21193218231201172)","(0.6657221913337708, 0.24888426065444946)",1,1,2.2749481201171875,2.232421875,Fixation,POINT (0.6631417572498322 0.2304082214832306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093389295,17607790261,1,1,"(0.6675306558609009, 0.21774454414844513)","(0.6740490794181824, 0.245968759059906)",1,1,2.282257080078125,2.20245361328125,Fixation,POINT (0.6707898676395416 0.2318566516041756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093397629,17607798595,1,1,"(0.6726967096328735, 0.20783793926239014)","(0.6720026135444641, 0.24542756378650665)",1,1,2.246490478515625,2.22247314453125,Fixation,POINT (0.6723496615886688 0.2266327515244484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093405962,17607806928,1,1,"(0.6827601194381714, 0.20876936614513397)","(0.6908327341079712, 0.25180166959762573)",1,1,2.226715087890625,2.251205444335937,Fixation,POINT (0.6867964267730713 0.2302855178713798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093422629,17607823595,1,1,"(0.7450222969055176, 0.2146734893321991)","(0.7363225817680359, 0.24915942549705505)",1,1,2.261337280273437,2.2611846923828125,Fixation,POINT (0.7406724393367767 0.2319164574146271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getCollaborateCollection,250694,1209093430962,17607831928,1,1,"(0.7565111517906189, 0.21811950206756592)","(0.7469874024391174, 0.21153907477855682)",1,1,2.2828521728515625,2.2494049072265625,Fixation,POINT (0.7517492771148682 0.2148292884230614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093439295,17607840261,1,1,"(0.7408453226089478, 0.21672174334526062)","(0.7454460263252258, 0.2075299322605133)",1,1,2.250732421875,2.243377685546875,Fixation,POINT (0.7431456744670868 0.212125837802887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093447629,17607848595,1,1,"(0.7556549310684204, 0.2062702775001526)","(0.7469347715377808, 0.21054746210575104)",1,1,2.26141357421875,2.258163452148437,Fixation,POINT (0.7512948513031006 0.2084088698029518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093455962,17607856928,1,1,"(0.750917911529541, 0.2092653214931488)","(0.7492315769195557, 0.20310620963573456)",1,1,2.266998291015625,2.281890869140625,Fixation,POINT (0.7500747442245483 0.2061857655644417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093464295,17607865261,1,1,"(0.7468786239624023, 0.21460452675819397)","(0.744314968585968, 0.21047018468379974)",1,1,2.2593231201171875,2.2637939453125,Fixation,POINT (0.7455967962741852 0.2125373557209969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093472629,17607873595,1,1,"(0.7499890923500061, 0.21426358819007874)","(0.7490878701210022, 0.2138042151927948)",1,1,2.28167724609375,2.266510009765625,Fixation,POINT (0.7495384812355042 0.2140339016914368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093480969,17607881935,1,1,"(0.7528301477432251, 0.2160736471414566)","(0.7450948357582092, 0.20928522944450378)",1,1,2.2668609619140625,2.286285400390625,Fixation,POINT (0.7489624917507172 0.2126794382929802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getCollaborateCollection,250694,1209093489302,17607890268,1,1,"(0.7412452101707458, 0.21632637083530426)","(0.7505484819412231, 0.20539113879203796)",1,1,2.225448608398437,2.2555084228515625,Fixation,POINT (0.7458968460559845 0.2108587548136711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
