,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testLogin.0,SessionManager.0,manager.0,=.0,new.0,SimpleSessionManager.0,String.0,sessionId.0,=.1,manager.1,createSession.0,nan.0,nan.1,Session.0,session.0,=.2,manager.2,getSession.0,sessionId.1,manager.3,login.0,session.1,"""user"".0","""password"".0",assertEquals.0,"""user"".1",session.2,getUserId.0,assertEquals.1,"""password"".1",session.3,getUserPassword.0,assertTrue.0,session.4,isLoggedIn.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,testLogin,3456415,1210444133095,18958529002,1,1,"(0.227258563041687, 0.19466984272003174)","(0.21922731399536133, 0.18424510955810547)",1,1,2.9293212890625,2.8384552001953125,Fixation,POINT (0.2232429385185242 0.1894574761390686),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444141428,18958537335,1,1,"(0.22744163870811462, 0.19986890256404877)","(0.21948470175266266, 0.2013515830039978)",1,1,2.920501708984375,2.8255767822265625,Fixation,POINT (0.2234631702303886 0.2006102427840233),,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444149762,18958545669,1,1,"(0.2339898943901062, 0.20746801793575287)","(0.21255141496658325, 0.21175459027290344)",1,1,2.8953094482421875,2.79620361328125,Fixation,POINT (0.2232706546783447 0.2096113041043282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444158095,18958554002,1,1,"(0.23900365829467773, 0.1975989043712616)","(0.20209752023220062, 0.2495736926794052)",1,1,2.924285888671875,2.7848052978515625,Fixation,POINT (0.2205505892634392 0.2235862985253334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444266431,18958662338,1,1,"(0.23039716482162476, 0.3753829598426819)","(-0.018547767773270607, 1.041545033454895)",1,1,1.738983154296875,2.230987548828125,,POINT (0.1059246985241771 0.7084639966487885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444283099,18958679005,1,1,"(0.15092918276786804, 0.2201397866010666)","(0.10098886489868164, 0.42840948700904846)",1,1,2.683929443359375,1.903472900390625,,POINT (0.1259590238332748 0.3242746368050575),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444308100,18958704006,1,1,"(0.1538144052028656, 0.20149828493595123)","(0.1436590999364853, 0.2116040289402008)",1,1,2.75616455078125,2.662216186523437,Fixation,POINT (0.1487367525696754 0.206551156938076),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444316434,18958712340,1,1,"(0.15351493656635284, 0.20207542181015015)","(0.13542069494724274, 0.16382411122322083)",1,1,2.742095947265625,2.744720458984375,Fixation,POINT (0.1444678157567978 0.1829497665166855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444324767,18958720673,1,1,"(0.15454638004302979, 0.19882161915302277)","(0.1408959925174713, 0.17712000012397766)",1,1,2.749481201171875,2.705841064453125,Fixation,POINT (0.1477211862802506 0.1879708096385002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444333101,18958729007,1,1,"(0.1556306779384613, 0.20661431550979614)","(0.14804594218730927, 0.1908189207315445)",1,1,2.748443603515625,2.706634521484375,Fixation,POINT (0.1518383100628853 0.1987166181206703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444341433,18958737340,1,1,"(0.1500103920698166, 0.197270467877388)","(0.14683015644550323, 0.19253580272197723)",1,1,2.753890991210937,2.70623779296875,Fixation,POINT (0.1484202742576599 0.1949031352996826),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444349766,18958745673,1,1,"(0.15522949397563934, 0.19950374960899353)","(0.14387205243110657, 0.20454680919647217)",1,1,2.7555694580078125,2.6785888671875,Fixation,POINT (0.149550773203373 0.2020252794027328),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444358104,18958754011,1,1,"(0.15483370423316956, 0.19982297718524933)","(0.14720331132411957, 0.20254777371883392)",1,1,2.740509033203125,2.673202514648437,Fixation,POINT (0.1510185077786446 0.2011853754520416),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444366437,18958762344,1,1,"(0.15603266656398773, 0.18660928308963776)","(0.15004369616508484, 0.20823659002780914)",1,1,2.7454071044921875,2.671249389648437,Fixation,POINT (0.1530381813645363 0.1974229365587234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444374770,18958770677,1,1,"(0.1581059843301773, 0.19292518496513367)","(0.15295450389385223, 0.19401876628398895)",1,1,2.7639312744140625,2.6539764404296875,Fixation,POINT (0.1555302441120148 0.1934719756245613),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444383104,18958779011,1,1,"(0.15503425896167755, 0.189808189868927)","(0.14975889027118683, 0.18953146040439606)",1,1,2.746612548828125,2.661285400390625,Fixation,POINT (0.1523965746164322 0.1896698251366615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444391437,18958787344,1,1,"(0.15383750200271606, 0.19479386508464813)","(0.15074923634529114, 0.2000446915626526)",1,1,2.755157470703125,2.678802490234375,Fixation,POINT (0.1522933691740036 0.1974192783236504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444399770,18958795677,1,1,"(0.1535351574420929, 0.19184239208698273)","(0.15409983694553375, 0.2026013433933258)",1,1,2.7505340576171875,2.69342041015625,Fixation,POINT (0.1538174971938133 0.1972218677401543),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444408105,18958804011,1,1,"(0.15459109842777252, 0.19386635720729828)","(0.15456093847751617, 0.19772081077098846)",1,1,2.7362213134765625,2.677108764648437,Fixation,POINT (0.1545760184526444 0.1957935839891434),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444416438,18958812344,1,1,"(0.1576514095067978, 0.1908855140209198)","(0.1496022492647171, 0.18932165205478668)",1,1,2.742584228515625,2.6820526123046875,Fixation,POINT (0.1536268293857574 0.1901035830378532),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444424771,18958820677,1,1,"(0.15239723026752472, 0.18519394099712372)","(0.15120704472064972, 0.1937616765499115)",1,1,2.7274169921875,2.6910552978515625,Fixation,POINT (0.1518021374940872 0.1894778087735176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444433105,18958829011,1,1,"(0.15369071066379547, 0.19123421609401703)","(0.1562410444021225, 0.18991036713123322)",1,1,2.742523193359375,2.689559936523437,Fixation,POINT (0.154965877532959 0.1905722916126251),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444441438,18958837344,1,1,"(0.15947744250297546, 0.19453760981559753)","(0.15637995302677155, 0.18985040485858917)",1,1,2.734161376953125,2.6810760498046875,Fixation,POINT (0.1579286977648735 0.1921940073370934),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444474771,18958870677,1,1,"(0.04245128855109215, 0.21092253923416138)","(0.049340251833200455, 0.20938041806221008)",1,1,2.6915740966796875,2.6829376220703125,Fixation,POINT (0.0458957701921463 0.2101514786481857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444483105,18958879011,1,1,"(0.05537297949194908, 0.21259966492652893)","(0.06046266853809357, 0.20117098093032837)",1,1,2.694366455078125,2.6810302734375,Fixation,POINT (0.0579178240150213 0.2068853229284286),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444491444,18958887350,1,1,"(0.052923042327165604, 0.20880499482154846)","(0.05925128608942032, 0.1995941400527954)",1,1,2.710922241210937,2.671295166015625,Fixation,POINT (0.056087164208293 0.2041995674371719),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444499779,18958895685,1,1,"(0.05248090624809265, 0.21511603891849518)","(0.05746475234627724, 0.19848231971263885)",1,1,2.690399169921875,2.668060302734375,Fixation,POINT (0.0549728292971849 0.206799179315567),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444508113,18958904019,1,1,"(0.05482744425535202, 0.20575983822345734)","(0.06213507428765297, 0.1935877948999405)",1,1,2.697250366210937,2.6599273681640625,Fixation,POINT (0.0584812592715025 0.1996738165616989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444516446,18958912352,1,1,"(0.05629231035709381, 0.21130263805389404)","(0.054292917251586914, 0.1993759274482727)",1,1,2.695526123046875,2.6603240966796875,Fixation,POINT (0.0552926138043404 0.2053392827510834),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444524779,18958920685,1,1,"(0.05629058554768562, 0.20882505178451538)","(0.050451379269361496, 0.19622136652469635)",1,1,2.6906890869140625,2.6810455322265625,Fixation,POINT (0.0533709824085236 0.2025232091546059),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444533113,18958929019,1,1,"(0.0560578927397728, 0.20516282320022583)","(0.05948610603809357, 0.20368731021881104)",1,1,2.6829376220703125,2.6743316650390625,Fixation,POINT (0.0577719993889332 0.2044250667095184),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444541446,18958937352,1,1,"(0.05436043068766594, 0.21132279932498932)","(0.053654883056879044, 0.19695992767810822)",1,1,2.68426513671875,2.6746826171875,Fixation,POINT (0.0540076568722725 0.2041413635015488),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444549779,18958945685,1,1,"(0.06007377430796623, 0.2103441059589386)","(0.05344998836517334, 0.20156562328338623)",1,1,2.7011871337890625,2.674957275390625,Fixation,POINT (0.0567618813365698 0.2059548646211624),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444558112,18958954018,1,1,"(0.05532669648528099, 0.20921169221401215)","(0.06032023951411247, 0.19831329584121704)",1,1,2.67840576171875,2.6685028076171875,Fixation,POINT (0.0578234679996967 0.2037624940276146),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444566446,18958962352,1,1,"(0.05491892993450165, 0.20862187445163727)","(0.06291387975215912, 0.19947199523448944)",1,1,2.6803436279296875,2.6609039306640625,Fixation,POINT (0.0589164048433304 0.2040469348430634),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444574779,18958970685,1,1,"(0.05585141479969025, 0.2133244127035141)","(0.05716366693377495, 0.20028258860111237)",1,1,2.6920166015625,2.6738433837890625,Fixation,POINT (0.0565075408667326 0.2068035006523132),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444583113,18958979019,1,1,"(0.05536690726876259, 0.21031910181045532)","(0.05604865774512291, 0.19771157205104828)",1,1,2.6859893798828125,2.67425537109375,Fixation,POINT (0.0557077825069428 0.2040153369307518),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444591446,18958987352,1,1,"(0.0555545799434185, 0.20254778861999512)","(0.06128602847456932, 0.2073470652103424)",1,1,2.68927001953125,2.675384521484375,Fixation,POINT (0.0584203042089939 0.2049474269151688),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444599779,18958995685,1,1,"(0.05789521709084511, 0.2061520516872406)","(0.05544368550181389, 0.2086951732635498)",1,1,2.6909637451171875,2.6761932373046875,Fixation,POINT (0.0566694512963295 0.2074236124753952),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444608113,18959004019,1,1,"(0.05449711158871651, 0.2064492553472519)","(0.05244928225874901, 0.20065806806087494)",1,1,2.6765289306640625,2.672454833984375,Fixation,POINT (0.0534731969237328 0.2035536617040634),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444616437,18959012343,1,1,"(0.052268948405981064, 0.20979030430316925)","(0.05244419723749161, 0.20298998057842255)",1,1,2.6654052734375,2.668197631835937,Fixation,POINT (0.0523565728217363 0.2063901424407959),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444624778,18959020684,1,1,"(0.053610414266586304, 0.20838570594787598)","(0.05505361035466194, 0.20919115841388702)",1,1,2.68011474609375,2.6724395751953125,Fixation,POINT (0.0543320123106241 0.2087884321808815),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444633111,18959029017,1,1,"(0.055773984640836716, 0.20536816120147705)","(0.053695451468229294, 0.21242114901542664)",1,1,2.6787567138671875,2.663818359375,Fixation,POINT (0.054734718054533 0.2088946551084518),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444641444,18959037350,1,1,"(0.05854441598057747, 0.2022617608308792)","(0.05357449874281883, 0.21078841388225555)",1,1,2.6791229248046875,2.661102294921875,Fixation,POINT (0.0560594573616982 0.2065250873565674),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444649778,18959045684,1,1,"(0.05999356135725975, 0.21449917554855347)","(0.056964222341775894, 0.2142903059720993)",1,1,2.6710205078125,2.663803100585937,Fixation,POINT (0.0584788918495178 0.2143947407603264),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444658111,18959054017,1,1,"(0.053638309240341187, 0.21068744361400604)","(0.0598662905395031, 0.20967815816402435)",1,1,2.672760009765625,2.6429595947265625,Fixation,POINT (0.0567522998899221 0.2101828008890152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444666444,18959062350,1,1,"(0.057156581431627274, 0.20614413917064667)","(0.06092554330825806, 0.2096555233001709)",1,1,2.66949462890625,2.6524810791015625,Fixation,POINT (0.0590410623699427 0.2078998312354088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444674778,18959070684,1,1,"(0.05860891565680504, 0.1992834210395813)","(0.061434272676706314, 0.21232765913009644)",1,1,2.6607666015625,2.649398803710937,Fixation,POINT (0.0600215941667557 0.2058055400848389),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444683111,18959079017,1,1,"(0.05866056680679321, 0.20252525806427002)","(0.06401300430297852, 0.21597106754779816)",1,1,2.663818359375,2.6516571044921875,Fixation,POINT (0.0613367855548859 0.2092481628060341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444691444,18959087350,1,1,"(0.06053970381617546, 0.20525337755680084)","(0.0622439831495285, 0.207956001162529)",1,1,2.662216186523437,2.6415252685546875,Fixation,POINT (0.061391843482852 0.2066046893596649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444699779,18959095685,1,1,"(0.05619465559720993, 0.2088272124528885)","(0.06076248735189438, 0.21358081698417664)",1,1,2.64453125,2.629913330078125,Fixation,POINT (0.0584785714745522 0.2112040147185326),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444708112,18959104018,1,1,"(0.058038339018821716, 0.21092437207698822)","(0.06317304074764252, 0.21019414067268372)",1,1,2.6623077392578125,2.631576538085937,Fixation,POINT (0.0606056898832321 0.210559256374836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444716445,18959112351,1,1,"(0.05554036423563957, 0.20313331484794617)","(0.06160261854529381, 0.20989131927490234)",1,1,2.650131225585937,2.6337890625,Fixation,POINT (0.0585714913904667 0.2065123170614243),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444724779,18959120685,1,1,"(0.05427953973412514, 0.19781461358070374)","(0.062060728669166565, 0.21386542916297913)",1,1,2.6448211669921875,2.6394500732421875,Fixation,POINT (0.0581701342016458 0.2058400213718414),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444733113,18959129018,1,1,"(0.0634407103061676, 0.20413702726364136)","(0.06629679352045059, 0.21499983966350555)",1,1,2.6365966796875,2.6352081298828125,Fixation,POINT (0.0648687519133091 0.2095684334635735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210444758115,18959154020,1,1,"(0.1227860078215599, 0.19310832023620605)","(0.12548506259918213, 0.20202644169330597)",1,1,2.635589599609375,2.62896728515625,Fixation,POINT (0.124135535210371 0.197567380964756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444766448,18959162353,1,1,"(0.13341857492923737, 0.19215518236160278)","(0.12288884073495865, 0.20188267529010773)",1,1,2.62945556640625,2.6296844482421875,Fixation,POINT (0.128153707832098 0.1970189288258553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444774782,18959170687,1,1,"(0.12535540759563446, 0.19576877355575562)","(0.13033583760261536, 0.21642707288265228)",1,1,2.6263427734375,2.60748291015625,Fixation,POINT (0.1278456225991249 0.206097923219204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444783113,18959179018,1,1,"(0.12576377391815186, 0.19381645321846008)","(0.1239108219742775, 0.19886605441570282)",1,1,2.621917724609375,2.603302001953125,Fixation,POINT (0.1248372979462147 0.1963412538170814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444791448,18959187353,1,1,"(0.12934105098247528, 0.19713708758354187)","(0.1343008130788803, 0.21396374702453613)",1,1,2.6252899169921875,2.59417724609375,Fixation,POINT (0.1318209320306778 0.205550417304039),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444799782,18959195687,1,1,"(0.12697535753250122, 0.1905711442232132)","(0.13447831571102142, 0.20606617629528046)",1,1,2.6368408203125,2.583114624023437,Fixation,POINT (0.1307268366217613 0.1983186602592468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444808115,18959204020,1,1,"(0.12602433562278748, 0.19831904768943787)","(0.12364412099123001, 0.20653364062309265)",1,1,2.6328277587890625,2.5959625244140625,Fixation,POINT (0.1248342283070087 0.2024263441562653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444816448,18959212353,1,1,"(0.12845438718795776, 0.190552219748497)","(0.12448063492774963, 0.20353908836841583)",1,1,2.6221160888671875,2.603668212890625,Fixation,POINT (0.1264675110578537 0.1970456540584564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444824782,18959220687,1,1,"(0.12327441573143005, 0.20092815160751343)","(0.12444011867046356, 0.2109484076499939)",1,1,2.6163787841796875,2.5915985107421875,Fixation,POINT (0.1238572672009468 0.2059382796287537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444833114,18959229019,1,1,"(0.13011108338832855, 0.19239263236522675)","(0.12326657772064209, 0.21267792582511902)",1,1,2.6263885498046875,2.617904663085937,Fixation,POINT (0.1266888305544853 0.2025352790951729),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210444841448,18959237353,1,1,"(0.12611860036849976, 0.19348622858524323)","(0.12444406747817993, 0.20891134440898895)",1,1,2.6217041015625,2.6046142578125,Fixation,POINT (0.1252813339233398 0.2011987864971161),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
