,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,createServerChooser.0,MainMenuBar.0,mainMenuBar.0,=.0,MainMenuBar.1,getInstance.0,int.0,nodeId.0,=.1,dbMgr.0,getNodeId.0,String.0,cbNE.0,getSelectedItem.0,DownloadFileChooser.0,downloadFile.0,=.2,new.0,DownloadFileChooser.1,nodeId.1,DBDataDesc.0,SHELF_OLT1.0,tfFileName.0,tfFileNameOnly.0,mainMenuBar.1,putCommand.0,Object.0,downloadFile.1,downloadFile.2,setViewId.0,mainMenuBar.2,getViewId.0,downloadFile.3,setVisible.0,TRUE.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,createServerChooser,35553791,1208880531221,17394932837,1,1,"(0.655411958694458, 0.24541698396205902)","(0.6509579420089722, 0.25533756613731384)",1,1,2.45001220703125,2.4297332763671875,Fixation,POINT (0.6531849503517151 0.2503772750496864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880539555,17394941171,1,1,"(0.6591500043869019, 0.24574360251426697)","(0.6533816456794739, 0.2568134069442749)",1,1,2.4624481201171875,2.4331817626953125,Fixation,POINT (0.6562658250331879 0.2512785047292709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880547888,17394949504,1,1,"(0.6585209369659424, 0.2379974126815796)","(0.6583664417266846, 0.26123249530792236)",1,1,2.448150634765625,2.4273223876953125,Fixation,POINT (0.6584436893463135 0.249614953994751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880556221,17394957837,1,1,"(0.6583977341651917, 0.23133133351802826)","(0.6633536219596863, 0.24720227718353271)",1,1,2.450408935546875,2.419464111328125,Fixation,POINT (0.660875678062439 0.2392668053507805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880564555,17394966171,1,1,"(0.6536810994148254, 0.23853285610675812)","(0.6600474119186401, 0.25316959619522095)",1,1,2.45458984375,2.4412078857421875,Fixation,POINT (0.6568642556667328 0.2458512261509895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880572888,17394974504,1,1,"(0.652462899684906, 0.23880340158939362)","(0.6523045301437378, 0.2599899470806122)",1,1,2.457992553710937,2.3997344970703125,Fixation,POINT (0.6523837149143219 0.2493966743350029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880581221,17394982837,1,1,"(0.6547350287437439, 0.24160319566726685)","(0.6575703024864197, 0.25780415534973145)",1,1,2.45343017578125,2.4005126953125,Fixation,POINT (0.6561526656150818 0.2497036755084992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880589557,17394991173,1,1,"(0.6562615633010864, 0.23056837916374207)","(0.6612923741340637, 0.25516802072525024)",1,1,2.4481353759765625,2.415390014648437,Fixation,POINT (0.6587769687175751 0.2428681999444962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880597890,17394999506,1,1,"(0.6573192477226257, 0.2403598576784134)","(0.6614058613777161, 0.2479056864976883)",1,1,2.452362060546875,2.4034881591796875,Fixation,POINT (0.6593625545501709 0.2441327720880508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880606224,17395007839,1,1,"(0.6562620997428894, 0.23919767141342163)","(0.6631917953491211, 0.24890364706516266)",1,1,2.451766967773437,2.3789520263671875,Fixation,POINT (0.6597269475460052 0.2440506592392921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880614562,17395016177,1,1,"(0.657772958278656, 0.2327108383178711)","(0.6575613617897034, 0.258828341960907)",1,1,2.4453125,2.410873413085937,Fixation,POINT (0.6576671600341797 0.245769590139389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880622895,17395024510,1,1,"(0.6609349250793457, 0.23807917535305023)","(0.6516579985618591, 0.25332969427108765)",1,1,2.444931030273437,2.415512084960937,Fixation,POINT (0.6562964618206024 0.2457044348120689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880631228,17395032843,1,1,"(0.660915732383728, 0.2368123084306717)","(0.6587939262390137, 0.24589955806732178)",1,1,2.44952392578125,2.421661376953125,Fixation,POINT (0.6598548293113708 0.2413559332489967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880639553,17395041168,1,1,"(0.6585036516189575, 0.24128390848636627)","(0.6537042856216431, 0.2518438994884491)",1,1,2.435089111328125,2.41265869140625,Fixation,POINT (0.6561039686203003 0.2465639039874077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880647895,17395049510,1,1,"(0.6511170268058777, 0.23484288156032562)","(0.6548283696174622, 0.25472962856292725)",1,1,2.489044189453125,2.3977813720703125,Fixation,POINT (0.6529726982116699 0.2447862550616264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880656220,17395057835,1,1,"(0.6525869369506836, 0.23466679453849792)","(0.6549800634384155, 0.2519434094429016)",1,1,2.4649810791015625,2.4142608642578125,Fixation,POINT (0.6537835001945496 0.2433051019906998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880664554,17395066169,1,1,"(0.6567145586013794, 0.24165700376033783)","(0.6522238254547119, 0.24895954132080078)",1,1,2.4441680908203125,2.4208526611328125,Fixation,POINT (0.6544691920280457 0.2453082725405693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880672888,17395074503,1,1,"(0.669940173625946, 0.24618332087993622)","(0.6735765337944031, 0.2464011162519455)",1,1,2.475616455078125,2.4063873291015625,Fixation,POINT (0.6717583537101746 0.2462922185659409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880689554,17395091169,1,1,"(0.7128926515579224, 0.24127838015556335)","(0.7065613269805908, 0.24627162516117096)",1,1,2.4864654541015625,2.3969268798828125,Fixation,POINT (0.7097269892692566 0.2437750026583672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880697887,17395099502,1,1,"(0.7084821462631226, 0.241554856300354)","(0.7173276543617249, 0.23881681263446808)",1,1,2.4691314697265625,2.424713134765625,Fixation,POINT (0.7129049003124237 0.240185834467411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880706221,17395107836,1,1,"(0.7167809009552002, 0.23292632400989532)","(0.7089780569076538, 0.2403242439031601)",1,1,2.485992431640625,2.39288330078125,Fixation,POINT (0.712879478931427 0.2366252839565277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,createServerChooser,35553791,1208880714554,17395116169,1,1,"(0.7116319537162781, 0.2395625114440918)","(0.7102662324905396, 0.243243008852005)",1,1,2.494598388671875,2.400421142578125,Fixation,POINT (0.7109490931034088 0.2414027601480484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
