,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,String.0,readResponse.0,InputStream.0,stream.0,BufferedReader.0,input.0,=.0,new.0,BufferedReader.1,new.1,InputStreamReader.0,stream.1,StringBuffer.0,sb.0,=.1,new.2,StringBuffer.1,String.1,line.0,try.0,line.1,=.2,input.1,readLine.0,catch.0,IOException.0,e.0,line.2,=.3,nan.0,while.0,line.3,!=.0,nan.1,if.0,trim.0,equals.0,""""".0",if.1,sb.1,length.0,>.0,0.0,sb.2,append.0,"""|n"".0",sb.3,append.1,line.5,try.1,line.6,=.4,input.2,readLine.1,catch.1,IOException.1,e.1,line.7,=.5,nan.2,return.0,sb.4,toString.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,readResponse,28953715,1210205865567,18720262383,1,1,"(0.6717689037322998, 0.21539777517318726)","(0.6756120920181274, 0.21794122457504272)",1,1,2.49957275390625,2.4767608642578125,Fixation,POINT (0.6736904978752136 0.216669499874115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205873900,18720270716,1,1,"(0.6757171154022217, 0.21447624266147614)","(0.6770496368408203, 0.21770083904266357)",1,1,2.4868316650390625,2.4748077392578125,Fixation,POINT (0.676383376121521 0.2160885408520698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205882234,18720279050,1,1,"(0.6736643314361572, 0.20641914010047913)","(0.6782501339912415, 0.21814467012882233)",1,1,2.494293212890625,2.477386474609375,Fixation,POINT (0.6759572327136993 0.2122819051146507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205890567,18720287383,1,1,"(0.6731320023536682, 0.20971573889255524)","(0.6764473915100098, 0.21566849946975708)",1,1,2.481658935546875,2.46697998046875,Fixation,POINT (0.674789696931839 0.2126921191811562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205898900,18720295716,1,1,"(0.671123743057251, 0.21590696275234222)","(0.6772242188453674, 0.21431341767311096)",1,1,2.499237060546875,2.46868896484375,Fixation,POINT (0.6741739809513092 0.2151101902127266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205907236,18720304052,1,1,"(0.6713762879371643, 0.21650952100753784)","(0.6782814860343933, 0.21206042170524597)",1,1,2.5074920654296875,2.490707397460937,Fixation,POINT (0.6748288869857788 0.2142849713563919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205915567,18720312383,1,1,"(0.6723514795303345, 0.21402740478515625)","(0.6773781180381775, 0.21309976279735565)",1,1,2.498779296875,2.4661865234375,Fixation,POINT (0.674864798784256 0.213563583791256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205923903,18720320719,1,1,"(0.6724675893783569, 0.21507082879543304)","(0.6791001558303833, 0.2142641246318817)",1,1,2.483642578125,2.4742584228515625,Fixation,POINT (0.6757838726043701 0.2146674767136574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205932239,18720329055,1,1,"(0.6710200309753418, 0.21480263769626617)","(0.6778234243392944, 0.2141973078250885)",1,1,2.4976348876953125,2.4669647216796875,Fixation,POINT (0.6744217276573181 0.2144999727606773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205940574,18720337390,1,1,"(0.6716462969779968, 0.21577756106853485)","(0.6786732077598572, 0.21112146973609924)",1,1,2.484130859375,2.46954345703125,Fixation,POINT (0.675159752368927 0.213449515402317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205948906,18720345722,1,1,"(0.6720434427261353, 0.220917209982872)","(0.6765099763870239, 0.21249882876873016)",1,1,2.506561279296875,2.4581451416015625,Fixation,POINT (0.6742767095565796 0.2167080193758011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205957239,18720354055,1,1,"(0.6712784171104431, 0.21998363733291626)","(0.6774925589561462, 0.21224826574325562)",1,1,2.4843292236328125,2.46636962890625,Fixation,POINT (0.6743854880332947 0.2161159515380859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205982239,18720379055,1,1,"(0.7142866253852844, 0.21422122418880463)","(0.7201814651489258, 0.22521498799324036)",1,1,2.485824584960937,2.433319091796875,Fixation,POINT (0.7172340452671051 0.2197181060910225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205990572,18720387388,1,1,"(0.7173057198524475, 0.21585899591445923)","(0.7219681739807129, 0.22634992003440857)",1,1,2.4903717041015625,2.434173583984375,Fixation,POINT (0.7196369469165802 0.2211044579744339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210205998905,18720395721,1,1,"(0.721314549446106, 0.2113540917634964)","(0.72487872838974, 0.22473739087581635)",1,1,2.505599975585937,2.447021484375,Fixation,POINT (0.723096638917923 0.2180457413196564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206007239,18720404055,1,1,"(0.7211183309555054, 0.21051667630672455)","(0.7299212217330933, 0.22774016857147217)",1,1,2.501815795898437,2.4402313232421875,Fixation,POINT (0.7255197763442993 0.2191284224390984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206015572,18720412388,1,1,"(0.7208414673805237, 0.2154918909072876)","(0.7274704575538635, 0.22323016822338104)",1,1,2.4925079345703125,2.45733642578125,Fixation,POINT (0.7241559624671936 0.2193610295653343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206023905,18720420721,1,1,"(0.7194251418113708, 0.2181444615125656)","(0.7231333255767822, 0.22479115426540375)",1,1,2.509002685546875,2.4504547119140625,Fixation,POINT (0.7212792336940765 0.2214678078889847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206032239,18720429055,1,1,"(0.7214828133583069, 0.2215566188097)","(0.7215043306350708, 0.2285582572221756)",1,1,2.51153564453125,2.450302124023437,Fixation,POINT (0.7214935719966888 0.2250574380159378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206040572,18720437388,1,1,"(0.7227407693862915, 0.22083668410778046)","(0.7253908514976501, 0.22388078272342682)",1,1,2.510528564453125,2.44622802734375,Fixation,POINT (0.7240658104419708 0.2223587334156036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206048906,18720445722,1,1,"(0.7224381566047668, 0.21911460161209106)","(0.7253584265708923, 0.2261349856853485)",1,1,2.507171630859375,2.45318603515625,Fixation,POINT (0.7238982915878296 0.2226247936487198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206057239,18720454055,1,1,"(0.7199669480323792, 0.22137382626533508)","(0.7257027626037598, 0.22344088554382324)",1,1,2.5009918212890625,2.45330810546875,Fixation,POINT (0.7228348553180695 0.2224073559045792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206065578,18720462394,1,1,"(0.7207092046737671, 0.2204204946756363)","(0.7268370985984802, 0.22489869594573975)",1,1,2.511093139648437,2.4521026611328125,Fixation,POINT (0.7237731516361237 0.222659595310688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206073912,18720470728,1,1,"(0.720457911491394, 0.22256454825401306)","(0.7264535427093506, 0.227532297372818)",1,1,2.4993896484375,2.449554443359375,Fixation,POINT (0.7234557271003723 0.2250484228134155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206082244,18720479060,1,1,"(0.7193949222564697, 0.2214004546403885)","(0.7226510047912598, 0.22303955256938934)",1,1,2.503402709960937,2.4599151611328125,Fixation,POINT (0.7210229635238647 0.2222200036048889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206090578,18720487394,1,1,"(0.7211814522743225, 0.22098354995250702)","(0.7232937812805176, 0.21992696821689606)",1,1,2.5105438232421875,2.451400756835937,Fixation,POINT (0.72223761677742 0.2204552590847015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206098911,18720495727,1,1,"(0.7191672325134277, 0.22308270633220673)","(0.7215976119041443, 0.22033248841762543)",1,1,2.5110626220703125,2.457672119140625,Fixation,POINT (0.720382422208786 0.2217075973749161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206107244,18720504060,1,1,"(0.721571147441864, 0.21714429557323456)","(0.7215299606323242, 0.22228723764419556)",1,1,2.5005645751953125,2.4727935791015625,Fixation,POINT (0.7215505540370941 0.2197157666087151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206115579,18720512394,1,1,"(0.7195413708686829, 0.22419147193431854)","(0.7226037979125977, 0.2238880693912506)",1,1,2.51593017578125,2.4793243408203125,Fixation,POINT (0.7210725843906403 0.2240397706627846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206123912,18720520727,1,1,"(0.7210792303085327, 0.2192976027727127)","(0.723558783531189, 0.2205118089914322)",1,1,2.5145416259765625,2.4658203125,Fixation,POINT (0.7223190069198608 0.2199047058820724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206132245,18720529060,1,1,"(0.7205284237861633, 0.2184215635061264)","(0.724216878414154, 0.21610237658023834)",1,1,2.5033416748046875,2.4786529541015625,Fixation,POINT (0.7223726511001587 0.2172619700431824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206140579,18720537394,1,1,"(0.7196668982505798, 0.22423171997070312)","(0.7228116989135742, 0.21976244449615479)",1,1,2.5193023681640625,2.4803924560546875,Fixation,POINT (0.721239298582077 0.221997082233429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206148913,18720545728,1,1,"(0.7189808487892151, 0.22523222863674164)","(0.7229957580566406, 0.22014378011226654)",1,1,2.5159149169921875,2.4764862060546875,Fixation,POINT (0.7209883034229279 0.2226880043745041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206157246,18720554061,1,1,"(0.7178422212600708, 0.22331766784191132)","(0.7234013080596924, 0.22106432914733887)",1,1,2.4994354248046875,2.4754638671875,Fixation,POINT (0.7206217646598816 0.2221909984946251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206165579,18720562394,1,1,"(0.7201875448226929, 0.22241777181625366)","(0.7232522368431091, 0.2167358547449112)",1,1,2.5177154541015625,2.470458984375,Fixation,POINT (0.721719890832901 0.2195768132805824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206173912,18720570727,1,1,"(0.7200374603271484, 0.22826555371284485)","(0.7220807671546936, 0.21866032481193542)",1,1,2.52227783203125,2.471221923828125,Fixation,POINT (0.721059113740921 0.2234629392623901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206182245,18720579060,1,1,"(0.727130651473999, 0.22096948325634003)","(0.729049563407898, 0.22644516825675964)",1,1,2.5205535888671875,2.4655303955078125,Fixation,POINT (0.7280901074409485 0.2237073257565498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,readResponse,28953715,1210206190579,18720587394,1,1,"(0.7346576452255249, 0.21714544296264648)","(0.7424919605255127, 0.23235157132148743)",1,1,2.5072021484375,2.4646453857421875,Fixation,POINT (0.7385748028755188 0.224748507142067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206198916,18720595731,1,1,"(0.7413329482078552, 0.20782816410064697)","(0.7457951307296753, 0.22967173159122467)",1,1,2.503387451171875,2.460067749023437,Fixation,POINT (0.7435640394687653 0.2187499478459358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,readResponse,28953715,1210206207248,18720604063,1,1,"(0.7486718893051147, 0.2095154970884323)","(0.7493866682052612, 0.22752279043197632)",1,1,2.5081329345703125,2.467987060546875,Fixation,POINT (0.749029278755188 0.2185191437602043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
