,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,connectionErrorOccurred.0,ConnectionEvent.0,event.0,logger.0,warn.0,"""Received Connection Error event from a conection in pool "".100",+.0,info.0,getName.0,if.0,info.1,isRemoveOnExceptions.0,checkIn.0,event.1,getSource.0,TRUE.0,logger.1,warn.1,"""removeOnExceptions == TRUE closed connection"".101",prewritten,accurate,missing,unnecessary,readable,code
0,136,connectionErrorOccurred,26412118,1208949817160,17464218580,1,1,"(0.6786723732948303, 0.4312390387058258)","(0.6705759763717651, 0.44300004839897156)",1,1,2.416854858398437,2.4222564697265625,Fixation,POINT (0.6746241748332977 0.4371195435523987),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949825494,17464226914,1,1,"(0.679689347743988, 0.4246712327003479)","(0.674538254737854, 0.4441674053668976)",1,1,2.4099884033203125,2.3957061767578125,Fixation,POINT (0.677113801240921 0.4344193190336227),,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,connectionErrorOccurred,26412118,1208949833827,17464235247,1,1,"(0.6678102016448975, 0.4360008239746094)","(0.6742079257965088, 0.44832584261894226)",1,1,2.394134521484375,2.406097412109375,Fixation,POINT (0.6710090637207031 0.4421633332967758),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949842160,17464243580,1,1,"(0.6757718324661255, 0.4313238263130188)","(0.675517201423645, 0.4428237974643707)",1,1,2.361480712890625,2.425384521484375,Fixation,POINT (0.6756445169448853 0.4370738118886948),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949850494,17464251914,1,1,"(0.6765743494033813, 0.42883142828941345)","(0.6737817525863647, 0.4519693851470947)",1,1,2.3853302001953125,2.39801025390625,Fixation,POINT (0.675178050994873 0.4404004067182541),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949892160,17464293580,1,1,"(0.6642817854881287, 0.20613276958465576)","(0.679671585559845, 0.2219827026128769)",1,1,2.3533935546875,2.3343963623046875,Fixation,POINT (0.6719766855239868 0.2140577360987663),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949900494,17464301914,1,1,"(0.6636303663253784, 0.20847554504871368)","(0.6762601733207703, 0.21360382437705994)",1,1,2.3621063232421875,2.330810546875,Fixation,POINT (0.6699452698230743 0.2110396847128868),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949908827,17464310247,1,1,"(0.6714761853218079, 0.21066579222679138)","(0.6711391806602478, 0.2308187037706375)",1,1,2.3839874267578125,2.3415679931640625,Fixation,POINT (0.6713076829910278 0.2207422479987144),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949917161,17464318580,1,1,"(0.6684238910675049, 0.21314935386180878)","(0.6778011322021484, 0.22220715880393982)",1,1,2.3718414306640625,2.3271636962890625,Fixation,POINT (0.6731125116348267 0.2176782563328743),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949925495,17464326914,1,1,"(0.6691919565200806, 0.21151863038539886)","(0.6753153204917908, 0.22749027609825134)",1,1,2.346176147460937,2.285736083984375,Fixation,POINT (0.6722536385059357 0.2195044532418251),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949933828,17464335247,1,1,"(0.6692225933074951, 0.21808010339736938)","(0.6793625354766846, 0.22539623081684113)",1,1,2.35845947265625,2.3386993408203125,Fixation,POINT (0.6742925643920898 0.2217381671071053),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949942161,17464343580,1,1,"(0.6709292531013489, 0.21637727320194244)","(0.6704461574554443, 0.23585759103298187)",1,1,2.367889404296875,2.3171539306640625,Fixation,POINT (0.6706877052783966 0.2261174321174622),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949950502,17464351921,1,1,"(0.6672404408454895, 0.21238172054290771)","(0.6745901107788086, 0.22667765617370605)",1,1,2.36053466796875,2.30450439453125,Fixation,POINT (0.670915275812149 0.2195296883583069),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949958835,17464360254,1,1,"(0.6700268387794495, 0.2061155140399933)","(0.6766979694366455, 0.2199738323688507)",1,1,2.3532867431640625,2.3065643310546875,Fixation,POINT (0.6733624041080475 0.213044673204422),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949967168,17464368587,1,1,"(0.6713882684707642, 0.2114364206790924)","(0.6677500605583191, 0.23865722119808197)",1,1,2.34783935546875,2.264877319335937,Fixation,POINT (0.6695691645145416 0.2250468209385872),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949975502,17464376921,1,1,"(0.6648375988006592, 0.21067160367965698)","(0.6765119433403015, 0.22843089699745178)",1,1,2.366317749023437,2.2687225341796875,Fixation,POINT (0.6706747710704803 0.2195512503385544),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949983835,17464385254,1,1,"(0.6686767339706421, 0.21038152277469635)","(0.6732787489891052, 0.23734678328037262)",1,1,2.32745361328125,2.2871856689453125,Fixation,POINT (0.6709777414798737 0.2238641530275345),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208949992168,17464393587,1,1,"(0.665472149848938, 0.20251153409481049)","(0.6722962856292725, 0.22480681538581848)",1,1,2.336669921875,2.2760162353515625,Fixation,POINT (0.6688842177391052 0.2136591747403145),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950000502,17464401921,1,1,"(0.6676583886146545, 0.1973121017217636)","(0.6776614189147949, 0.2355642169713974)",1,1,2.29205322265625,2.26654052734375,Fixation,POINT (0.6726599037647247 0.2164381593465805),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950008835,17464410254,1,1,"(0.6685668230056763, 0.21008820831775665)","(0.6749197840690613, 0.22393058240413666)",1,1,2.3516845703125,2.262359619140625,Fixation,POINT (0.6717433035373688 0.2170093953609467),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950017168,17464418587,1,1,"(0.6739762425422668, 0.20596559345722198)","(0.6718241572380066, 0.22386232018470764)",1,1,2.3126373291015625,2.2589569091796875,Fixation,POINT (0.6729001998901367 0.2149139568209648),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950025502,17464426921,1,1,"(0.6671057343482971, 0.196971595287323)","(0.6724625825881958, 0.22368280589580536)",1,1,2.3059539794921875,2.243133544921875,Fixation,POINT (0.6697841584682465 0.2103272005915642),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950033835,17464435254,1,1,"(0.6676961183547974, 0.20464840531349182)","(0.6708589196205139, 0.22184942662715912)",1,1,2.2566375732421875,2.2810211181640625,Fixation,POINT (0.6692775189876556 0.2132489159703255),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950042168,17464443587,1,1,"(0.6707470417022705, 0.19046099483966827)","(0.6728994250297546, 0.20968987047672272)",1,1,2.3201446533203125,2.2466583251953125,Fixation,POINT (0.6718232333660126 0.2000754326581955),,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,connectionErrorOccurred,26412118,1208950050502,17464451921,1,1,"(0.6626827120780945, 0.2134929895401001)","(0.6724631786346436, 0.23094835877418518)",1,1,2.268295288085937,2.2840728759765625,Fixation,POINT (0.667572945356369 0.2222206741571426),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950058835,17464460254,1,1,"(0.6606754064559937, 0.2152639925479889)","(0.6600342988967896, 0.2325717657804489)",1,1,2.2893524169921875,2.271591186523437,Fixation,POINT (0.6603548526763916 0.2239178791642189),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950067168,17464468587,1,1,"(0.6635208129882812, 0.20267462730407715)","(0.6656060218811035, 0.22968339920043945)",1,1,2.29119873046875,2.228622436523437,Fixation,POINT (0.6645634174346924 0.2161790132522583),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950075502,17464476921,1,1,"(0.6676021814346313, 0.21036724746227264)","(0.6646687984466553, 0.23406247794628143)",1,1,2.27056884765625,2.210968017578125,Fixation,POINT (0.6661354899406433 0.222214862704277),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950083839,17464485258,1,1,"(0.6686686277389526, 0.21239545941352844)","(0.6716204285621643, 0.22465559840202332)",1,1,2.290435791015625,2.238388061523437,Fixation,POINT (0.6701445281505585 0.2185255289077759),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950092172,17464493591,1,1,"(0.6668709516525269, 0.2128942906856537)","(0.6668094992637634, 0.23573540151119232)",1,1,2.2487030029296875,2.248046875,Fixation,POINT (0.6668402254581451 0.224314846098423),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950100506,17464501925,1,1,"(0.6654606461524963, 0.2203456163406372)","(0.6670277714729309, 0.23205149173736572)",1,1,2.2867584228515625,2.2410888671875,Fixation,POINT (0.6662442088127136 0.2261985540390015),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950108839,17464510258,1,1,"(0.6663409471511841, 0.2134166955947876)","(0.6702569723129272, 0.23209810256958008)",1,1,2.242416381835937,2.233489990234375,Fixation,POINT (0.6682989597320557 0.2227573990821838),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950117172,17464518591,1,1,"(0.6666984558105469, 0.21081289649009705)","(0.663034975528717, 0.2337937206029892)",1,1,2.280136108398437,2.23016357421875,Fixation,POINT (0.664866715669632 0.2223033085465431),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950125506,17464526925,1,1,"(0.66518235206604, 0.20896439254283905)","(0.6647395491600037, 0.23298124969005585)",1,1,2.2733917236328125,2.270965576171875,Fixation,POINT (0.6649609506130219 0.2209728211164474),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950133839,17464535258,1,1,"(0.6647463440895081, 0.21386054158210754)","(0.6639536619186401, 0.23468159139156342)",1,1,2.259918212890625,2.2685699462890625,Fixation,POINT (0.6643500030040741 0.2242710664868355),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950142172,17464543591,1,1,"(0.6671667695045471, 0.20574288070201874)","(0.6664291024208069, 0.23032017052173615)",1,1,2.255279541015625,2.218353271484375,Fixation,POINT (0.666797935962677 0.2180315256118774),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950150505,17464551924,1,1,"(0.6666486263275146, 0.20780424773693085)","(0.6660959124565125, 0.22830577194690704)",1,1,2.22906494140625,2.2423248291015625,Fixation,POINT (0.6663722693920135 0.218055009841919),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950158839,17464560258,1,1,"(0.6623452305793762, 0.20935191214084625)","(0.6590803861618042, 0.23322443664073944)",1,1,2.256210327148437,2.25616455078125,Fixation,POINT (0.6607128083705902 0.2212881743907928),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950183839,17464585258,1,1,"(0.7070978879928589, 0.21378633379936218)","(0.7101911306381226, 0.24479149281978607)",1,1,2.2832489013671875,2.249755859375,Fixation,POINT (0.7086445093154907 0.2292889133095741),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950192172,17464593591,1,1,"(0.7063332796096802, 0.2254849374294281)","(0.7108838558197021, 0.24563343822956085)",1,1,2.293487548828125,2.239593505859375,Fixation,POINT (0.7086085677146912 0.2355591878294945),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950200506,17464601925,1,1,"(0.7058042287826538, 0.21976466476917267)","(0.7101173400878906, 0.2436452955007553)",1,1,2.2686309814453125,2.2296600341796875,Fixation,POINT (0.7079607844352722 0.231704980134964),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950208839,17464610258,1,1,"(0.7152174711227417, 0.22013461589813232)","(0.7134001851081848, 0.23591995239257812)",1,1,2.2694549560546875,2.23931884765625,Fixation,POINT (0.7143088281154633 0.2280272841453552),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950217176,17464618595,1,1,"(0.7063355445861816, 0.22206316888332367)","(0.7148956656455994, 0.235054150223732)",1,1,2.286895751953125,2.2475738525390625,Fixation,POINT (0.7106156051158905 0.2285586595535278),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950225510,17464626929,1,1,"(0.705685019493103, 0.22729900479316711)","(0.7161172032356262, 0.24243667721748352)",1,1,2.24658203125,2.2079620361328125,Fixation,POINT (0.7109011113643646 0.2348678410053253),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950233843,17464635262,1,1,"(0.7021570801734924, 0.2197827845811844)","(0.7169607877731323, 0.22372141480445862)",1,1,2.301498413085937,2.2096405029296875,Fixation,POINT (0.7095589339733124 0.2217520996928215),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950242176,17464643595,1,1,"(0.7027729153633118, 0.22420991957187653)","(0.7126728892326355, 0.24429458379745483)",1,1,2.2442626953125,2.2466583251953125,Fixation,POINT (0.7077229022979736 0.2342522516846657),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950250510,17464651929,1,1,"(0.7064898014068604, 0.22603839635849)","(0.7177474498748779, 0.24464015662670135)",1,1,2.262725830078125,2.2524871826171875,Fixation,POINT (0.7121186256408691 0.2353392764925957),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950258845,17464660264,1,1,"(0.7100458741188049, 0.2262449413537979)","(0.7176766991615295, 0.23581573367118835)",1,1,2.2755584716796875,2.20269775390625,Fixation,POINT (0.7138612866401672 0.2310303375124931),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950267177,17464668595,1,1,"(0.7093605399131775, 0.21911698579788208)","(0.7177672982215881, 0.24508044123649597)",1,1,2.2348785400390625,2.215576171875,Fixation,POINT (0.7135639190673828 0.232098713517189),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950275510,17464676928,1,1,"(0.706414520740509, 0.2309744656085968)","(0.7109498381614685, 0.24359428882598877)",1,1,2.28076171875,2.2566680908203125,Fixation,POINT (0.7086821794509888 0.2372843772172928),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950283844,17464685262,1,1,"(0.7120312452316284, 0.23078548908233643)","(0.7165424823760986, 0.2355542629957199)",1,1,2.284652709960937,2.244369506835937,Fixation,POINT (0.7142868638038635 0.2331698760390282),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950292177,17464693595,1,1,"(0.7106736898422241, 0.22559073567390442)","(0.7136802077293396, 0.2337302565574646)",1,1,2.2705841064453125,2.2433319091796875,Fixation,POINT (0.7121769487857819 0.2296604961156845),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950300510,17464701928,1,1,"(0.7077974081039429, 0.21993474662303925)","(0.7116810083389282, 0.24302172660827637)",1,1,2.2742919921875,2.251815795898437,Fixation,POINT (0.7097392082214355 0.2314782366156578),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950308846,17464710264,1,1,"(0.7026069760322571, 0.22676579654216766)","(0.7127969861030579, 0.2426876574754715)",1,1,2.2927398681640625,2.2257232666015625,Fixation,POINT (0.7077019810676575 0.2347267270088196),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950317179,17464718597,1,1,"(0.7080763578414917, 0.2289981096982956)","(0.7172884941101074, 0.24071595072746277)",1,1,2.298797607421875,2.212066650390625,Fixation,POINT (0.7126824259757996 0.2348570302128792),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950325512,17464726930,1,1,"(0.7057233452796936, 0.22875472903251648)","(0.7182607650756836, 0.21835117042064667)",1,1,2.2884063720703125,2.2110748291015625,Fixation,POINT (0.7119920551776886 0.2235529497265816),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,connectionErrorOccurred,26412118,1208950417185,17464818603,1,1,"(0.08057042211294174, 0.1169867217540741)","(0.11472458392381668, 0.15408557653427124)",1,1,2.2281951904296875,2.2773590087890625,,POINT (0.0976475030183792 0.1355361491441727),,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,connectionErrorOccurred,26412118,1208950425518,17464826936,1,1,"(0.0776011049747467, 0.12377384305000305)","(0.10255111753940582, 0.14970307052135468)",1,1,2.214096069335937,2.2971343994140625,Fixation,POINT (0.0900761112570763 0.1367384567856789),,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,connectionErrorOccurred,26412118,1208950433852,17464835270,1,1,"(0.05329256132245064, 0.14476454257965088)","(0.095009945333004, 0.150642529129982)",1,1,2.190704345703125,2.2959442138671875,Fixation,POINT (0.0741512533277273 0.1477035358548164),,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,connectionErrorOccurred,26412118,1208950442185,17464843603,1,1,"(0.07951369881629944, 0.1246357262134552)","(0.09510861337184906, 0.1519508957862854)",1,1,2.1867828369140625,2.281158447265625,Fixation,POINT (0.0873111560940742 0.1382933109998703),,,,,,,,,,,,,,,,,,,,,,,,,,,1
