Participant,Quality,Method,Fixation_Duration
111.0,2,testInvoke,0.6783745946467675
315.0,0,testInvoke,0.7289449622427312
133.0,2,testInvoke,1.108216872639401
311.0,2,testInvoke,0.539269480657983
314.0,1,testInvoke,0.8629253315313242
318.0,1,testInvoke,0.136666800000239
147.0,1,testInvoke,0.6901731488994995
191.0,2,testInvoke,0.8618628655433926
312.0,1,testInvoke,0.5319610831308329
176.0,0,getBackCommand22,0.6209249340684103
129.0,2,getBackCommand22,0.2499369000172007
139.0,0,getBackCommand22,0.7891150086866956
310.0,1,testMoveRFWithNullContainer,0.0200018000090494
129.0,0,testMoveRFWithNullContainer,0.3381015515695911
316.0,0,testMoveRFWithNullContainer,0.38148183883583525
168.0,0,getMenuAdministracion,0.3326716347969711
129.0,2,getMenuAdministracion,0.6029020091568035
313.0,2,getMenuAdministracion,0.9490738331206285
314.0,2,getMenuAdministracion,0.5754451993534192
139.0,0,getMenuAdministracion,0.6556334433805683
319.0,1,visitRetStmt,0.550018499954603
315.0,0,visitRetStmt,0.8202214678385724
133.0,2,visitRetStmt,0.8103473086108506
191.0,2,visitRetStmt,0.9552843963752813
313.0,0,listen,1.069738227935756
315.0,0,listen,0.9349055198238839
314.0,2,listen,0.8289372882429411
166.0,1,compareTo,1.7556436663920363
168.0,1,compareTo,0.3836222445660188
186.0,2,compareTo,0.0
313.0,1,compareTo,0.8674766910756164
133.0,2,compareTo,0.574551040138716
314.0,2,compareTo,0.1944491666799875
106.0,2,compareTo,0.0
136.0,2,getBackCommand2,0.5716151607394699
166.0,1,getBackCommand2,0.34992479947920574
319.0,0,getBackCommand2,0.04999199986923471
310.0,2,getBackCommand2,0.0
313.0,2,getBackCommand2,0.47839418274793166
133.0,1,getBackCommand2,0.335196008123141
314.0,1,getBackCommand2,0.40001736658838694
166.0,1,showLatestPlan,0.6084385335790488
319.0,2,showLatestPlan,0.1500130000058561
111.0,2,showLatestPlan,0.795436750526814
143.0,2,showLatestPlan,0.6452794635012917
316.0,0,showLatestPlan,0.5169621223747116
136.0,1,getUserNameFromCookie,0.8152595071676403
176.0,2,getUserNameFromCookie,0.883363000059034
155.0,0,getUserNameFromCookie,0.9992679939566725
317.0,2,getUserNameFromCookie,0.4990943890443297
319.0,2,getUserNameFromCookie,0.1251419999753121
186.0,2,getUserNameFromCookie,0.0652843333567336
182.0,1,getUserNameFromCookie,0.8545963138944994
310.0,2,getUserNameFromCookie,0.0
129.0,2,getUserNameFromCookie,0.4052215151556685
111.0,2,getUserNameFromCookie,0.978447707280707
313.0,2,getUserNameFromCookie,1.191685449722354
315.0,0,getUserNameFromCookie,0.7362613625560648
133.0,0,getUserNameFromCookie,1.1230676331735767
143.0,2,getUserNameFromCookie,0.4316848388578526
311.0,0,getUserNameFromCookie,0.33959000016329793
314.0,0,getUserNameFromCookie,0.302785000026536
106.0,2,getUserNameFromCookie,0.4208517500592274
318.0,2,getUserNameFromCookie,0.0
147.0,2,getUserNameFromCookie,0.6578788404016183
191.0,1,getUserNameFromCookie,1.1008411424547455
189.0,2,getUserNameFromCookie,0.6082306941362845
316.0,2,getUserNameFromCookie,0.5559693219446198
139.0,0,getUserNameFromCookie,1.1083421131235134
136.0,2,invalidateSession,0.464929299993026
176.0,0,invalidateSession,1.0288874936846284
182.0,1,invalidateSession,0.4896115010833623
139.0,2,invalidateSession,1.1319811361175138
136.0,1,messageSent,0.518134122050257
176.0,2,messageSent,0.701569839579534
155.0,2,messageSent,0.7480754613854819
117.0,1,messageSent,0.5501862404724215
166.0,0,messageSent,0.4598239071329031
317.0,2,messageSent,0.3739070166523253
168.0,2,messageSent,0.31130272280204313
319.0,2,messageSent,0.1166837500932159
182.0,0,messageSent,0.4612710559939533
310.0,0,messageSent,0.0
129.0,2,messageSent,0.6363040451815876
111.0,2,messageSent,0.985945540294116
313.0,0,messageSent,0.8261414607634316
315.0,2,messageSent,0.4722467709403611
133.0,1,messageSent,0.8079369687986152
143.0,2,messageSent,0.213679621809159
311.0,2,messageSent,0.6446707884726104
314.0,1,messageSent,0.4019312742187676
106.0,0,messageSent,0.647407195324876
318.0,2,messageSent,0.2377388182207303
147.0,1,messageSent,0.7504476639063742
191.0,2,messageSent,0.3986583356982548
189.0,2,messageSent,0.4467383490135991
316.0,2,messageSent,0.4235995415908933
312.0,2,messageSent,0.8690765100456895
139.0,1,messageSent,0.5081058733337332
117.0,0,createChecklistItem,0.6146435047885109
129.0,2,createChecklistItem,0.7768863714872936
313.0,0,createChecklistItem,0.7639525770858492
314.0,2,createChecklistItem,0.4114663544958272
318.0,1,createChecklistItem,0.21945191675816478
147.0,2,createChecklistItem,0.0
189.0,0,createChecklistItem,0.6526272843362025
136.0,1,goToRegistration,0.6908398163043281
319.0,1,goToRegistration,0.4891425001163344
182.0,2,goToRegistration,0.6935096345229184
111.0,2,goToRegistration,1.0588453429753644
106.0,2,goToRegistration,0.6939871079695293
136.0,1,updateGain,0.6083719864987085
155.0,0,updateGain,1.1016996166785238
117.0,0,updateGain,0.4881248131532756
166.0,2,updateGain,0.5308700000207552
317.0,2,updateGain,0.5821475220874129
168.0,2,updateGain,0.3005594998481679
319.0,2,updateGain,0.133339499903377
186.0,1,updateGain,0.1000011666619682
182.0,1,updateGain,0.4164489665294352
310.0,1,updateGain,0.0166679999092593
129.0,2,updateGain,0.7764961066473437
111.0,1,updateGain,0.969454277754014
313.0,0,updateGain,0.8358101952249315
315.0,0,updateGain,0.5064074974779186
133.0,0,updateGain,0.8174146955028952
143.0,2,updateGain,0.5065231525222811
314.0,1,updateGain,0.4356879584987746
106.0,2,updateGain,0.5549428594572595
318.0,1,updateGain,0.19723699996635913
147.0,1,updateGain,0.6566862323393714
189.0,2,updateGain,0.8226119490525404
316.0,0,updateGain,0.40994499787395394
312.0,2,updateGain,0.6276162084690646
139.0,0,updateGain,1.1522259199009255
176.0,0,selectBracketingEntries,1.2679903389204217
182.0,2,selectBracketingEntries,0.5356291219864656
133.0,0,selectBracketingEntries,0.7817074090543409
143.0,1,selectBracketingEntries,0.49946468193025606
106.0,2,selectBracketingEntries,0.569424089610953
191.0,0,selectBracketingEntries,0.580908883474698
176.0,2,getRemoteObject,0.1972286668218049
117.0,0,getRemoteObject,0.4938653628374684
313.0,2,getRemoteObject,0.2083394999935988
314.0,2,getRemoteObject,0.4204965286469638
316.0,0,getRemoteObject,0.38340493247368845
139.0,2,getRemoteObject,1.0143443838406228
136.0,0,clearFieldersFromField,0.2789058807111961
176.0,2,clearFieldersFromField,0.486540754267631
155.0,2,clearFieldersFromField,0.8956751751964985
117.0,2,clearFieldersFromField,0.24788313647414612
166.0,2,clearFieldersFromField,0.2269559667523327
317.0,0,clearFieldersFromField,0.4457208496843778
168.0,0,clearFieldersFromField,0.3619480333407405
319.0,0,clearFieldersFromField,0.0333239999599754
182.0,0,clearFieldersFromField,0.1662139444734848
310.0,2,clearFieldersFromField,0.0
129.0,0,clearFieldersFromField,0.5173770832528432
111.0,2,clearFieldersFromField,0.14206853570829558
313.0,2,clearFieldersFromField,0.5107442846054766
315.0,0,clearFieldersFromField,0.20001849999243831
133.0,0,clearFieldersFromField,0.5399775426820707
143.0,0,clearFieldersFromField,0.31251546670294633
311.0,1,clearFieldersFromField,0.4362413334945298
314.0,2,clearFieldersFromField,0.0250014166595065
106.0,0,clearFieldersFromField,0.49039336541952283
318.0,2,clearFieldersFromField,0.0500029999917993
147.0,1,clearFieldersFromField,0.23712142507835898
191.0,0,clearFieldersFromField,0.5186987392136484
189.0,2,clearFieldersFromField,0.0
316.0,0,clearFieldersFromField,0.20140266665839562
312.0,0,clearFieldersFromField,0.18332780010532582
139.0,2,clearFieldersFromField,0.810138245787206
136.0,2,equals,0.48808449507188734
176.0,0,equals,0.8099177058362064
155.0,2,equals,1.0045695946099655
117.0,2,equals,0.2168687805497026
166.0,1,equals,0.39284977766025436
317.0,1,equals,0.6559110360451597
168.0,1,equals,0.4256250957510745
319.0,2,equals,0.1666695000603794
186.0,2,equals,0.0
182.0,0,equals,0.5297752406058684
310.0,1,equals,0.38835022144623793
129.0,2,equals,0.3870124548674319
111.0,2,equals,0.5870107302050118
313.0,2,equals,0.9247662854709988
315.0,2,equals,0.0
133.0,1,equals,0.6034488136094799
143.0,1,equals,0.5074598249767498
311.0,2,equals,0.5461788619971084
314.0,1,equals,0.6874516661232202
106.0,2,equals,0.1928862333574213
318.0,1,equals,0.2013947833610774
147.0,1,equals,0.2540213795994657
191.0,2,equals,0.4779656305242408
189.0,2,equals,0.4570993760911714
316.0,2,equals,0.36776153682665547
139.0,2,equals,0.7105898785992042
136.0,1,print,0.4423388998935927
176.0,0,print,0.7568929391673473
117.0,2,print,0.48717199383189586
111.0,1,print,0.6360720569473004
314.0,1,print,0.5011178991523694
319.0,1,createCacheFile,0.1722293333538497
182.0,2,createCacheFile,0.810284892703824
314.0,2,createCacheFile,0.436310736020661
147.0,0,createCacheFile,0.37154733385338873
316.0,2,createCacheFile,0.4355121855756682
139.0,2,createCacheFile,0.8042804880259271
136.0,1,swapItems,0.5621710832871025
176.0,0,swapItems,1.0297894769020592
155.0,0,swapItems,0.3645999999716875
117.0,1,swapItems,0.4178324800250546
166.0,2,swapItems,0.3409868334633449
317.0,2,swapItems,0.5664158331414599
168.0,0,swapItems,0.31002688094477365
319.0,0,swapItems,0.0249984999536536
186.0,2,swapItems,0.0
182.0,2,swapItems,0.4791853333008472
310.0,2,swapItems,0.0
129.0,0,swapItems,0.8283191165511884
111.0,2,swapItems,1.217116699575333
313.0,0,swapItems,0.6854420000328287
315.0,0,swapItems,0.5127442705911125
133.0,0,swapItems,0.394850345322906
311.0,0,swapItems,0.4733707867487804
314.0,2,swapItems,0.5795883632670614
106.0,2,swapItems,0.41934245624867944
318.0,2,swapItems,0.32446038338821354
147.0,2,swapItems,0.6590634372138683
191.0,0,swapItems,0.42355240937156
189.0,0,swapItems,0.5757387620531436
316.0,0,swapItems,0.2638950000303639
139.0,2,swapItems,1.5067355488948733
319.0,1,getTargetServiceName,0.2000020000268704
129.0,2,getTargetServiceName,0.46726802322829786
315.0,0,getTargetServiceName,0.5573807289400302
155.0,0,removeService,0.8133123466320474
310.0,2,removeService,0.2824116111215615
313.0,2,removeService,0.6955872497046379
133.0,0,removeService,0.5462924621392355
314.0,1,removeService,0.439178490483195
117.0,0,getRodinDBStatus,0.3279339583697335
186.0,0,getRodinDBStatus,0.3892970175286976
182.0,0,getRodinDBStatus,0.6119267012849996
311.0,2,getRodinDBStatus,0.1450091000937389
319.0,2,getApplicableLaw,0.4172078745334316
315.0,0,getApplicableLaw,0.5659479398434557
136.0,0,add,0.537841961257961
176.0,0,add,0.8548714988584276
155.0,1,add,1.4796531512377487
117.0,2,add,0.9394198408647728
166.0,1,add,1.0558780150502873
317.0,1,add,0.6854893841212494
168.0,0,add,0.6694828607439238
319.0,2,add,0.677793666409949
182.0,2,add,0.9878291340909305
310.0,2,add,0.0500039999606087
129.0,2,add,1.0064296335088623
111.0,1,add,0.5324129404618132
313.0,2,add,1.2892346543900421
315.0,0,add,0.8386777852550281
133.0,2,add,1.1423528068886235
143.0,2,add,0.7016782544063425
311.0,1,add,0.46034091848940634
314.0,2,add,0.8178835407057896
106.0,2,add,0.0
318.0,1,add,0.0499970000237226
147.0,1,add,0.5970068503947299
191.0,2,add,0.625886010666718
189.0,2,add,0.6676290421110054
316.0,2,add,0.2597324167533463
139.0,2,add,1.1257871306539955
176.0,1,searchRecipe,1.4435257387689142
186.0,2,searchRecipe,0.0541685000353027
129.0,0,searchRecipe,0.816861246007347
143.0,2,searchRecipe,0.6591489775112644
106.0,1,searchRecipe,0.726118323058692
316.0,0,searchRecipe,0.5019644507948946
139.0,2,searchRecipe,1.165582624538139
136.0,1,go,0.7897503426418107
176.0,2,go,0.8891575231933475
155.0,2,go,1.4761913341245305
117.0,0,go,1.590914761640767
166.0,2,go,0.7620538084515518
317.0,0,go,0.4149051190407973
168.0,2,go,0.21945108339908337
319.0,2,go,0.09722616670963641
186.0,0,go,0.5228561225730961
182.0,0,go,0.762858333315428
310.0,2,go,0.0
129.0,0,go,0.5500807857202565
111.0,1,go,1.0216264331386369
313.0,2,go,0.4932271969151432
315.0,0,go,0.7132306320566018
133.0,1,go,0.979875627677112
143.0,2,go,0.2941321081255585
311.0,1,go,0.3240760833788142
314.0,2,go,0.3925096833530304
106.0,1,go,0.35486930825572827
318.0,1,go,0.261130000047463
147.0,1,go,0.9627657621440571
191.0,2,go,0.6936093580946483
189.0,1,go,0.6751398810812324
316.0,2,go,0.47834307752844785
312.0,0,go,0.35360610752787336
139.0,0,go,1.2997975149772014
182.0,2,setUpMrj,0.0
111.0,1,setUpMrj,0.8383659333497533
143.0,2,setUpMrj,0.4436728712534415
316.0,2,setUpMrj,0.3167917241383985
312.0,2,setUpMrj,0.4925193977021118
139.0,0,setUpMrj,1.0335981500022133
182.0,2,abstractMatrix3D,1.1288947058306622
310.0,2,abstractMatrix3D,0.09167500014882521
129.0,1,abstractMatrix3D,1.355866597280067
318.0,2,abstractMatrix3D,0.0333339999779127
189.0,1,abstractMatrix3D,0.554884583276967
136.0,0,testNegativeParseCases,0.2639259288202003
176.0,2,testNegativeParseCases,0.6660756477043764
155.0,2,testNegativeParseCases,0.33751100001973067
117.0,2,testNegativeParseCases,0.44115887989652786
166.0,1,testNegativeParseCases,0.26644205549059197
317.0,2,testNegativeParseCases,0.29270652307183004
168.0,1,testNegativeParseCases,0.2541688332858027
319.0,1,testNegativeParseCases,0.2499446666139797
186.0,1,testNegativeParseCases,0.1519882143294947
182.0,0,testNegativeParseCases,0.4421094781235233
310.0,1,testNegativeParseCases,0.0
129.0,0,testNegativeParseCases,0.41682049159959755
111.0,1,testNegativeParseCases,0.403487333323331
315.0,2,testNegativeParseCases,0.28999985489913566
133.0,1,testNegativeParseCases,0.3456250362737005
143.0,2,testNegativeParseCases,0.30408403335572437
311.0,2,testNegativeParseCases,0.17700133329379314
314.0,2,testNegativeParseCases,0.32014904164122193
106.0,1,testNegativeParseCases,0.3998021382795539
318.0,1,testNegativeParseCases,0.0333340000361204
147.0,1,testNegativeParseCases,0.40372069867929566
191.0,0,testNegativeParseCases,0.39386587394013334
189.0,1,testNegativeParseCases,0.27527053888882674
316.0,2,testNegativeParseCases,0.13691107150433302
139.0,0,testNegativeParseCases,0.5182131523475854
136.0,1,actionPerformed,0.8692553404272191
176.0,2,actionPerformed,1.3732368559989467
155.0,0,actionPerformed,1.057417909197342
117.0,0,actionPerformed,0.8448404961168858
166.0,2,actionPerformed,1.0729655621506
317.0,0,actionPerformed,0.8841386603737664
168.0,1,actionPerformed,0.4740004334010228
319.0,1,actionPerformed,0.3250206666610511
186.0,0,actionPerformed,0.646549149374895
182.0,2,actionPerformed,0.7699292791830052
310.0,1,actionPerformed,0.1444453332417953
129.0,1,actionPerformed,0.7204669126018158
111.0,1,actionPerformed,1.324501841953493
313.0,0,actionPerformed,0.9858131277512842
315.0,0,actionPerformed,0.6899379515281822
133.0,1,actionPerformed,0.664861547700736
143.0,2,actionPerformed,0.4981841569367429
311.0,1,actionPerformed,0.4639081666310727
314.0,1,actionPerformed,0.9994733641672104
106.0,2,actionPerformed,0.5100291682928181
318.0,1,actionPerformed,0.1083389999985228
147.0,1,actionPerformed,0.8987426173173405
191.0,2,actionPerformed,0.9063044906088282
189.0,1,actionPerformed,0.9243381008738195
316.0,2,actionPerformed,0.0
312.0,1,actionPerformed,0.3035229563413716
139.0,0,actionPerformed,1.4079466163340602
176.0,0,testGetEmail,0.652468152315145
317.0,2,testGetEmail,0.3427056304846476
168.0,1,testGetEmail,0.4512808996349211
106.0,2,testGetEmail,0.4393929204681684
176.0,1,store,0.6843515239655966
317.0,1,store,0.589921904456846
168.0,1,store,0.5483434063528422
313.0,0,store,0.6552346135645547
314.0,2,store,0.7780333711810117
106.0,2,store,0.4683692105778549
139.0,0,store,1.0837991905227762
166.0,2,testCookieGreaterThan,0.552604973475419
317.0,0,testCookieGreaterThan,0.4393274475967722
189.0,2,testCookieGreaterThan,0.4733582887012857
315.0,0,getNAGString,0.9470412889779354
143.0,1,getNAGString,0.6976913039003974
147.0,1,getNAGString,0.7534550854328934
189.0,1,getNAGString,0.8013334617306648
136.0,2,getJSplitPane,0.71196250009234
314.0,1,getJSplitPane,0.2520870416689524
189.0,2,getJSplitPane,0.5867968161582272
155.0,2,play,0.6925300009802933
166.0,2,play,0.4751980905164633
147.0,2,play,0.575719151983131
136.0,2,addPKColumn,0.604085428728943
176.0,2,addPKColumn,0.7466060626261474
155.0,2,addPKColumn,1.329796696766378
117.0,2,addPKColumn,0.571788728012078
166.0,0,addPKColumn,0.45159807127700824
317.0,0,addPKColumn,0.4700328557279938
