pid,public.0,void.0,messageSent.0,MessageEvent.0,e.0,String.0,str.0,=.0,e.1,getMessage.0,if.0,str.1,endsWith.0,DIR_ADDED.0,str.2,=.1,str.3,substring.0,DIRECTORY.0,length.0,str.4,indexOf.0,DIR_ADDED.1,)).0,trim.0,createCvsFiles.0,str.5,super.0,messageSent.1,e.2,code,participant_summary
129,0,0.0916690000158269,0.038237000004087085,0.016667333315126598,0,0.022222000019003946,0.01666799999657087,0.016667499992763624,0.03333300002850592,0.04555846665365001,0,0.06250050000380725,0.036783586206027015,0.016666999998657655,0,0.05000300001120195,0.051390166666048266,0.035257692309991956,0.016666999959852546,0,0.022222999987813335,0,0,0,0,0.028789000008890234,0,0,0.03500080000376329,0,0.5509035303036922,0.5061595789432575
111,0.06547857143492106,0.03518666666382665,0.04817862500249248,0.02499500000703847,0,0.03333300000667805,0.016667000003508292,0.03333500000007916,0,0.10000700000091456,0.01666833333244237,0.043336399999679996,0.03148266666378024,0.04687825000291923,0.036666599998716264,0.019445833335339557,0.050002499992842786,0.033334642857620826,0.06500219999288674,0.08333949999359902,0.039583000012498815,0.02500233334042908,0.031250249998265645,0,0,0.04509911765019163,0.016673000005539507,0.01999980000546202,0.02500024999244488,0,0.583910950000912,0.1854232499936188
313,0.02222366665955633,0.030953571424886053,0.04545674999826588,0.04646693939558287,0,0.018750749994069338,0,0.033333999977912754,0.016667000018060207,0.06666906667329991,0,0.03333560000755824,0.03718169230537919,0.038096142862091904,0.04166849999455735,0.03333750003366731,0.01666679999907501,0.03182127273281698,0.03809714286554871,0.044446166677516885,0,0.03333333332557231,0.02666620000381954,0,0,0.06541175471524321,0.03333299997029826,0.044446166672666244,0.02777844445598829,0,0.6103849459456822,0.31863882353269113
315,0,0,0.07222683333869402,0.04523985712356599,0,0,0.016666999959852546,0.00833399998373352,0.033337000029860064,0.03333383332937956,0,0,0.016666999998657655,0.038887999971242,0,0.03333299997029826,0.02777799996935452,0.021667899988824502,0,0,0.050002000061795115,0,0,0,0,0.039584624995768536,0,0,0.03518772221933533,0,0.45501692500110946,0.18739441892358702
133,0,0.04444399996039768,0.04881085716520569,0.1125050000846386,0,0.02916925004683435,0,0,0.016667000018060207,0.024359692300025087,0,0.038097428590325375,0.0421317222321199,0.03437524996115826,0,0.05000300006940961,0.0333348461605895,0.05893078572782023,0.04058121736971256,0.0416674999287352,0.04285878573344754,0.030555166692162555,0.03333280002698302,0,0,0.036112666684424595,0,0.03333300002850592,0.016667000018060207,0,0.8306347413855637,0.4491719565138329
143,0,0,0,0.016666000010445714,0,0,0.02222200000445203,0,0,0.027565538469039332,0,0.0166659999958938,0.04166724999959115,0,0.0166659999958938,0,0.01666899998963345,0.016668500000378117,0,0,0,0,0,0,0,0.03888933334383182,0,0,0,0,0.3816433863638932,0.20488639023913094
311,0.02916850001201965,0.03148288889011989,0.047728727285919544,0.0333350909111852,0,0.042426090888594364,0.03889033330293993,0,0.016667000018060207,0.016667000018060207,0,0.01666799996746704,0.05111333332800617,0.016666000010445714,0.020514615390521403,0.016666000010445714,0.09444866670916478,0.06111400000130137,0,0,0,0.01666500000283122,0,0,0,0.037502125022001565,0,0.02777866666050007,0.029168750043027103,0,0.3816120000022541,0.1678637381105329
314,0,0.07500674999027979,0.024075333333005093,0.08332999996491708,0,0,0,0,0,0,0,0,0.03636309090705419,0.030003400013083593,0,0.04166750000149477,0.02777866666535071,0.037038333329191014,0,0.016667000018060207,0,0,0,0,0,0.030001199996331707,0,0,0,0,0.8746389999938574,0.2383397499957937
106,0,0.02777849999256432,0.0263906111116133,0.050835099996766074,0,0,0.01666799999657087,0.03333899998688139,0,0.02381078571488615,0,0.021664899995084853,0.04619237143113943,0.043270653846915454,0,0,0.029168250002840068,0.06708494999911636,0.03437662499709404,0.03889066667761654,0.03889099999408548,0.025002124999446096,0.050002249983663205,0,0,0.037501714290036556,0,0,0.03653969230855672,0,0.6043063611092899,0.3365135000034934
318,0.016667000018060207,0,0.016667000018060207,0,0,0,0,0,0.016663999995216727,0.01667100004851818,0,0,0.03166699999710545,0.016666999959852546,0,0.016666000010445714,0.041668000019853935,0.02500199998030439,0,0,0,0,0,0,0,0.022728818183002823,0,0,0.01667099999031052,0,0.16064387233680152,0.4178706428418601
147,0,0.03750174993183464,0.0400013200007379,0.04799089655440686,0,0.03485081817912446,0.0430581666684399,0.0166680000256747,0.04166899994015694,0.03611177775181002,0,0.022223333284879725,0.0399137894794541,0.038096571407680004,0.016670000011799857,0,0.022727545467205346,0.038196708337636665,0.028890399991845093,0.0347246666594098,0.03472283331211656,0.038891666646425925,0.03333349997410551,0,0,0.03378527026900367,0,0.03958475001854822,0.030834899994079023,0,0.6344768955118593,0.26806583332363515
191,0,0.016667000018060207,0.02696158823913292,0,0,0.02333559999242425,0.02499999994567285,0,0.016666000010445714,0.02708499997970648,0,0.0250017272668298,0.026813086957427793,0,0.11667500005569309,0.016672999947331846,0.011110333337758979,0,0.016666000010445714,0,0,0.02500499994494021,0,0,0,0.024998999992385508,0,0,0,0,0.293431802640522,0.23801709755846276
189,0,0,0.04167500001494773,0,0,0,0.0291687499920954,0,0.03333299997029826,0.024537833336378552,0,0.027273454557871446,0.03525770769203798,0.03095380952332302,0,0.018750749997707317,0.027941764703855905,0.03946769811248161,0.020371333324065845,0,0,0,0,0,0,0.03654672916521425,0.027382714285132743,0,0.037410804349233134,0.016666999988956377,0.5496789680376062,0.18370299999926076
316,0,0,0.02976249999898885,0.04722316666933087,0,0,0.027779166674008593,0,0.016667000018060207,0.06666983333222258,0,0.03333899995777756,0.020833624999795575,0.025000399979762732,0,0.016666999988956377,0.027779333303139236,0.03854325000065728,0.016666666662786156,0.022223000007215887,0,0,0,0,0,0.03444559999819224,0,0,0,0,0.43658422388191986,0.3613772272762038
312,0,0,0.06250225003168453,0.06250049997470342,0,0,0.02500124997459352,0,0.01666766661219299,0.04305758335006734,0,0.016669000033289194,0.07685427776434356,0.05397023811071579,0,0.04583449999336153,0.02407566664947404,0.08889266668767151,0.04500250000273809,0.03958487500494812,0.03333300002850592,0.05714785713436348,0.016667000018060207,0.03333500004373491,0,0.054168250018847175,0.033334000036120415,0,0.04047842857627464,0,0.6534266326462432,0.1318230000007051
139,0,0,0.06416989999997895,0,0,0,0.022223166666359855,0.016666999999870313,0.01666799999838986,0.05139099999976477,0,0.033334600000307545,0.0356674400002521,0.05059714285718136,0.016666000001350767,0.023334600000089266,0.05516099999987914,0.0500013571431087,0,0,0,0,0,0,0,0.05555766666733083,0,0,0.016666999999870313,0,0.570213153846033,0.37676915789473386
